,Dmg/Min,K/D,HS%,Win %,Human K/D,Kills,Assists,Deaths,Kills/Min,Kills/Match,Matches Won,Matches Lost,Damage Dealt,Dmg/Match,Revives,Vehicles Destroyed,Multi Kills,Headshot Kills,Road Kills,Melee Kills,Vehicle Kills,Gadget Kills,Scoped Kills,Hipfire Kills,Human Kills,AI Kills,Top 3 Specialists,name
10,96,1.04,18.8%,57.9%,0.96,"99,096","121,297","95,575",0.61,13.27,"4,326","3,140","15,760,721","2,110.72","8,062","2,025","13,062","11,512","7,010","6,106","31,184",0,"38,434","22,644","91,843","7,311","['Dozer', 'Angel', 'Mackay']",AudieLMurphy
11,124,2.42,33.3%,53.9%,2.17,"137,548","106,989","56,785",0.88,17.13,"4,330","3,695","19,280,044","2,401.30","15,121",472,"9,637","34,720",73,985,"4,727",0,"73,852","30,385","123,174","14,396","['Sundance', 'Angel', 'Irish']",VMP LeoACD
12,112,0.94,19.5%,47.2%,0.56,"108,651","40,507","115,506",0.91,11.97,"4,285","4,789","13,418,425","1,478.45","16,735",145,"5,557","19,321",215,893,"3,301",0,"78,069","21,019","65,254","43,401","['Falck', 'Sundance', 'Mackay']",JohnTrabutta
13,189,3.04,11.2%,60.4%,2.99,"217,359","57,024","71,461",1.51,30.59,"4,288","2,817","27,337,223","3,847.60","16,262",215,"20,405","21,402","1,929","21,483","3,983",0,"108,844","82,287","213,559","3,809","['Dozer', 'Mackay', 'Falck']",Samuel_Flankson
14,141,2.03,20.3%,62.6%,1.98,"147,989","103,611","73,067",1.07,21.28,"4,352","2,601","19,455,074","2,798.08","17,796","1,670","9,792","23,215","1,048","1,221","18,004",0,"83,780","30,542","144,453","3,593","['Boris', 'Mackay', 'Sundance']",Banester
15,201,2.76,21.9%,61.1%,2.70,"220,003","81,304","79,763",1.59,31.16,"4,311","2,749","27,874,428","3,947.66","24,143","1,271","15,277","42,101",248,607,"10,814",0,"154,477","38,104","215,239","4,769","['Mackay', 'Falck', 'Angel']",BBNK-YT
16,286,4.88,16.0%,69.5%,4.55,"314,578","112,159","64,458",2.54,51.15,"4,273","1,877","35,435,051","5,761.80","21,852","1,507","30,709","43,145",712,240,"27,484",0,"210,526","58,451","293,567","21,017","['Mackay', 'Falck', 'Zain']",KRAG_WINGMASTER
17,107,1.41,24.2%,51.8%,1.32,"116,563","63,317","82,673",0.76,12.31,"4,902","4,569","16,444,178","1,736.08","10,881","9,063","11,181","16,260","3,100","2,313","39,086",0,"56,485","10,633","108,809","7,863","['Crawford', 'Angel', 'Mackay']",RATTRAPpING2
18,249,4.03,24.1%,74.0%,3.72,"130,070","46,598","32,269",2.08,22.54,"4,271","1,492","15,600,159","2,703.20","13,564","3,655","7,508","26,969",335,527,"13,209",0,"80,039","31,835","119,972","10,110","['Falck', 'Mackay', 'Paik']",AAK540
19,124,2.42,23.4%,54.2%,1.95,"159,175","44,889","65,806",1.02,20.06,"4,298","3,634","19,228,860","2,423.91","21,008",80,"8,431","33,928",56,467,961,0,"123,796","21,273","128,228","30,947","['Angel', 'Boris', 'Crawford']",xWORF5x
20,273,3.28,29.8%,63.1%,3.00,"211,767","54,516","64,599",2.34,31.30,"4,271","2,485","24,731,946","3,655.87","7,870",113,"7,398","60,312",5,337,"1,128",0,"171,112","31,415","193,587","18,180","['Zain', 'Irish', 'Falck']",IRISH_POLKA
21,101,1.41,21.3%,47.2%,1.29,"98,525","60,645","69,727",0.72,10.52,"4,423","4,940","13,947,399","1,489.15","9,690",600,"6,991","15,835","1,222","1,470","11,750",0,"55,675","18,795","89,615","9,060","['Boris', 'Paik', 'Irish']",SGT_Mokko_Locco
22,190,4.94,22.1%,71.8%,2.25,"149,884","89,561","30,333",1.40,24.04,"4,476","1,754","20,365,011","3,266.24","13,672","8,744","22,155","21,581",704,"1,783","39,365",0,"76,125","21,446","68,344","81,559","['Angel', 'Falck', 'Irish']",C BAC100EBPO
23,259,6.14,22.1%,59.5%,5.69,"262,341","95,724","42,704",1.70,36.64,"4,257","2,901","40,000,176","5,587.40","1,946","29,838","62,727","11,050",629,54,"210,006",0,"42,987","7,026","243,001","19,362","['Mackay', 'Crawford', 'Irish']",t333mp_
24,119,1.18,22.7%,49.2%,1.06,"111,098","49,050","94,289",0.81,12.13,"4,503","4,637","16,318,247","1,781.86","34,228","1,288","6,214","20,834","1,043",854,"12,534",0,"59,731","32,230","100,017","11,106","['Angel', 'Falck', 'Boris']",o2bhi2
25,240,4.65,15.9%,65.0%,3.99,"179,163","81,830","38,532",1.49,27.43,"4,248","2,284","28,852,840","4,417.15","13,911","25,273","24,807","15,198",845,"1,214","73,798",0,"69,254","26,088","153,713","25,469","['Casper', 'Sundance', 'Dozer']",RAINZFOXX
26,151,2.35,24.0%,67.7%,2.30,"175,773","120,536","74,801",1.12,27.95,"4,258","2,029","23,833,426","3,790.30","34,778","1,703","14,176","33,859",632,"1,520","22,935",0,"115,634","25,518","172,018","3,784","['Angel', 'Dozer', 'Boris']",Barbadjolas_GR
27,117,5.64,18.9%,66.6%,2.93,"103,249","103,571","18,313",0.76,16.19,"4,245","2,127","15,766,579","2,472.41","4,926","15,150","25,116","6,238",373,227,"65,780",0,"27,548","5,396","53,671","49,591","['Irish', 'Mackay', 'Rao']",RhodesIsland_740
28,88,1.59,18.1%,51.4%,1.14,"113,190","78,027","71,225",0.63,13.69,"4,255","4,016","15,733,482","1,902.25","19,404","1,567","7,690","15,179","1,091","1,115","16,531",0,"66,404","17,241","81,178","32,060","['Boris', 'Falck', 'Sundance']",Dormann6262bd
29,171,2.81,20.2%,75.1%,2.21,"155,971","183,563","55,458",1.36,27.59,"4,243","1,389","19,573,601","3,462.52","19,193","8,615","20,803","23,203",852,"1,077","31,458",0,"91,731","23,011","122,830","33,159","['Sundance', 'Paik', 'Mackay']",-eD-fractie
30,216,3.48,19.7%,63.3%,3.13,"244,496","79,741","70,202",1.83,36.49,"4,239","2,462","28,941,444","4,318.97","29,377","1,689","18,658","39,756",98,77,"30,150",0,"182,375","19,933","219,515","24,987","['Mackay', 'Angel', 'Falck']",MMsuperman0216
31,50,0.82,33.9%,47.3%,0.73,"58,259","157,859","71,215",0.26,6.14,"4,489","4,994","11,094,540","1,169.94","4,780",929,"5,633","8,659","2,263",557,"16,839",0,"23,911","1,626","51,785","6,500","['Boris', 'Lis', 'Blasco']",oleg2oleg
32,192,3.89,30.1%,76.6%,3.78,"204,549","106,695","52,516",1.46,37.01,"4,233","1,294","26,855,795","4,859.02","8,419","2,526","23,654","45,327","1,216",196,"36,313",0,"123,471","27,017","198,381","6,177","['Sundance', 'Mackay', 'Irish']",EVH_Tap_God
33,144,1.77,25.4%,61.6%,1.65,"79,295","27,469","44,718",1.08,11.48,"4,258","2,651","10,571,559","1,530.11","15,251","1,089","5,743","15,258",522,665,"8,331",0,"56,736","3,345","73,921","5,406","['Mackay', 'Sundance', 'Angel']",Rudeb0yRonin
34,152,1.76,14.6%,54.0%,1.70,"207,679","73,510","117,733",1.27,26.40,"4,249","3,618","24,780,906","3,149.58","33,213",37,"10,606","28,811",139,89,858,0,"181,292","15,611","199,907","7,772","['Falck', 'Mackay', 'Boris']",OCTOGUE
