,name,GENERAL - COMBAT.PVPAccuracy,GENERAL - COMBAT.PVPMeleeKills,GENERAL - COMBAT.PVPBlindKills,GENERAL - COMBAT.PVPPenetrationKills,GENERAL - COMBAT.PVPSuicides,GENERAL - COMBAT.PVPBulletsHit,GENERAL - COMBAT.PVPBulletsFired,GENERAL - COMBAT.PVPRappelBreach,GENERAL - COMBAT.PVPDBNOs,GENERAL.PVPKDRatio,GENERAL.PVPDeaths,GENERAL.PVPHeadshots,GENERAL.PVPMatchesWon,GENERAL.PVPMatchesLost,GENERAL.PVPWLRatio,GENERAL.PVPTimePlayed,GENERAL.PVPMatchesPlayed,GENERAL.PVPTotalXp,GENERAL.PVPKills,GENERAL - TEAM PLAY.PVPDBNOAssists,GENERAL - TEAM PLAY.PVPKillAssists,GENERAL - TEAM PLAY.PVPRevives,GENERAL - TEAM PLAY.PVPHostagesRescued,GENERAL - TEAM PLAY.PVPHostageDefense,GENERAL - TEAM PLAY.PVPReinforcementsDeployed,GENERAL - TEAM PLAY.PVPBarricadesDeployed,GENERAL - TEAM PLAY.PVPGadgetsDestroyed,GENERAL - TEAM PLAY.PVPServerAggression,GENERAL - TEAM PLAY.PVPServerDefender,GENERAL - TEAM PLAY.PVPServersHacked,GENERAL - TEAM PLAY.PVPReviveDenied,CASUAL.CasualTimePlayed,CASUAL.CasualWins,CASUAL.CasualLosses,CASUAL.CasualMatches,CASUAL.CasualDeaths,CASUAL.CasualKills,CASUAL.CasualWLRatio,CASUAL.CasualKDRatio,CASUAL.CasualKillsPerMatch,CASUAL.CasualKillsPerMinute,RANKED.RankedTimePlayed,RANKED.RankedWins,RANKED.RankedLosses,RANKED.RankedMatches,RANKED.RankedDeaths,RANKED.RankedKills,RANKED.RankedWLRatio,RANKED.RankedKDRatio,RANKED.RankedKillsPerMatch,RANKED.RankedKillsPerMinute
27,Im-VoN,45.40,"1,882",106,"4,241",215,"489,481","1,306,051",125,"23,163",1.71,"40,330","23,770","11,265","3,302",77.2%,"3,815H 4M 27S","14,594","142,896,325","69,016","4,317","17,723","1,463",119,171,"44,275","6,371","60,895",710,427,364,18,"1,520H 33M 1S","5,868","1,245","7,113","15,166","28,760",82.5%,1.90,4.04,0.32,"1,629H 34M 14S","2,974","1,692","4,667","17,658","25,252",63.7%,1.43,5.41,0.26
28,Scorpeex,58.50,345,28,"5,112",100,"448,748",202,0,"21,437",1.22,"84,738","28,936","11,265","7,462",58.3%,"5,923H 22M 42S","19,332","160,889,396","103,266","3,190","19,844","1,079",3,7,"46,384","2,983","41,916",95,135,22,0,111H 43M 27S,271,246,517,"1,671","1,834",52.4%,1.10,3.55,0.27,"5,842H 21M 7S","10,758","7,103","17,907","80,573","96,631",60.1%,1.20,5.40,0.28
29,Finland_Attacker,31.10,992,50,"2,809",105,"276,011","387,686",119,"15,367",1.03,"81,861","12,550","11,264","7,715",58.2%,"5,392H 47M 48S","19,356","111,709,386","84,113","2,637","14,663",792,31,34,"43,379","5,837","33,650",705,519,438,5,571H 38M 7S,"1,778",987,"2,765","8,336","8,680",64.3%,1.04,3.14,0.25,"5,112H 58M 30S","9,200","6,536","15,749","70,089","71,806",58.4%,1.02,4.56,0.23
30,HyperactiveGirl,42.30,"1,279",102,"4,805",175,"394,848","1,305,239",212,"23,250",1.82,"32,174","18,777","11,257","4,405",71.8%,"3,673H 44M 33S","15,683","136,570,165","58,590","4,774","16,307","1,854",329,676,"52,627","9,535","54,417","1,882","2,859","1,733",27,"3,107H 19M 8S","9,974","3,646","13,620","26,189","49,876",73.2%,1.90,3.66,0.27,347H 16M 44S,590,383,973,"3,363","4,808",60.6%,1.43,4.94,0.23
31,IN O IR ID,35.50,"1,070",74,"3,068",237,"287,956","781,209",40,"14,639",1.29,"39,581","12,415","11,257","3,937",73.6%,"3,978H 8M 2S","15,293","110,635,101","51,252","3,425","12,894","1,581",114,189,"45,511","4,904","39,179","1,248","1,403",830,14,"1,267H 17M 56S","3,970","1,766","5,736","13,456","17,347",69.2%,1.29,3.02,0.23,"1,218H 13M 11S","1,906","1,577","3,487","13,190","13,793",54.7%,1.05,3.96,0.19
32,Derechapi,56.60,711,57,"2,184",114,"397,350",935,0,"16,605",1.20,"83,313","18,991","11,253","9,139",53.2%,"5,836H 17M 24S","21,143","112,139,381","99,840","1,844","10,917","1,184",72,74,"33,712","4,004","34,631",289,394,196,0,"1,530H 58M 19S","3,410","2,462","5,872","21,055","19,692",58.1%,0.94,3.35,0.21,"2,006H 13M 13S","3,096","2,990","6,097","26,506","31,191",50.8%,1.18,5.12,0.26
33,wMryw,68.20,774,73,"4,246",178,"488,023",542,4,"17,425",1.59,"67,132","30,154","11,250","5,002",59.1%,"6,023H 5M 57S","19,032","152,214,090","106,713","2,680","15,242","1,117",13,10,"45,177","1,659","53,077",450,334,75,0,373H 47M 10S,"1,125",609,"1,734","5,352","8,466",64.9%,1.58,4.88,0.38,"4,174H 32M 37S","8,070","3,836","11,946","53,232","76,461",67.6%,1.44,6.40,0.31
34,Awn Drayy,52.30,779,71,"3,839",161,"391,696","325,745",73,"20,361",1.63,"54,552","21,991","11,244","5,050",67%,"4,142H 41M 18S","16,779","125,785,607","88,859","2,611","12,942","1,142",13,16,"20,622","1,161","44,172",864,"1,115",307,1,"1,340H 39M 15S","4,243","2,220","6,463","17,836","28,835",65.7%,1.62,4.46,0.36,"2,739H 7M 55S","5,925","2,456","8,404","30,100","45,777",70.5%,1.52,5.45,0.28
35,SinnerChill,44.90,562,87,"2,265",97,"313,228","559,049",77,"15,522",1.71,"28,686","13,497","11,244","2,525",81.4%,"2,877H 58M 32S","13,806","113,324,247","49,077","3,250","13,254",792,40,47,"33,298","7,149","36,632",952,"1,246",478,0,"2,042H 35M 37S","8,378","1,795","10,173","18,346","33,186",82.4%,1.81,3.26,0.27,333H 42M 35S,777,352,"1,130","3,935","4,984",68.8%,1.27,4.41,0.25
36,xSp1derp1gxx,34.10,665,115,"2,883",255,"376,792","1,041,381",31,"22,151",0.75,"71,454","12,481","11,242","10,601",50.6%,"5,027H 22M 37S","22,227","136,086,482","53,430","3,435","18,600","1,543",192,161,"73,899","9,937","37,287","1,838","1,427","1,121",15,"2,871H 12M 26S","7,282","6,640","13,922","39,786","32,409",52.3%,0.81,2.33,0.19,"1,417H 10M 34S","2,094","2,210","4,307","19,459","11,191",48.6%,0.58,2.60,0.13
37,TestierGraph,34.60,"1,080",92,"3,520",178,"419,567","232,281",155,"24,752",1.11,"65,114","20,050","11,236","9,878",52.2%,"5,214H 32M 51S","21,524","159,216,009","72,270","4,979","19,275","1,655",75,94,"57,158","29,053","59,046",830,"1,278",450,9,"2,143H 44M 35S","5,789","4,899","10,688","27,174","31,730",54.2%,1.17,2.97,0.25,"1,965H 50S","3,072","2,845","5,918","24,514","24,629",51.9%,1.00,4.16,0.21
38,X-KingKoala-X,43.80,"2,607",110,"4,755",539,"588,984","1,433,213",212,"31,250",1.44,"66,308","29,780","11,235","7,536",58.2%,"5,364H 48M 49S","19,317","167,984,782","95,601","4,102","20,032","2,683",249,489,"21,671","10,618","48,609","2,898","2,345","1,065",36,"2,249H 16M 15S","5,966","3,602","9,568","29,585","42,388",62.4%,1.43,4.43,0.31,"2,602H 23M 31S","4,331","3,258","7,619","31,854","44,248",56.8%,1.39,5.81,0.28
39,nwzne,44.30,486,82,"3,170",84,"399,814","200,192",13,"21,218",1.47,"55,875","19,961","11,232","5,965",64.2%,"4,230H 13M 28S","17,508","145,929,365","82,151","3,736","16,030","1,492",20,10,"53,679","2,425","45,524",201,217,93,0,"1,844H 54M 28S","5,572","3,161","8,733","22,364","33,275",63.8%,1.49,3.81,0.30,787H 32M 48S,"1,317","1,049","2,367","9,427","12,345",55.6%,1.31,5.22,0.26
40,CAMENBERTLION1,38.50,"1,380",56,"3,553","1,122","629,312","487,826",13,"27,113",1.01,"95,092","20,151","11,232","10,657",50.5%,"6,588H 8M 40S","22,227","181,073,138","95,948","4,485","22,426","1,365",50,16,"47,315","14,650","91,731",353,266,176,3,375H 49M 4S,980,909,"1,889","5,377","5,442",51.9%,1.01,2.88,0.24,"5,879H 48M 32S","9,459","8,998","18,489","81,147","80,804",51.2%,1.00,4.37,0.23
41,ReesesAreGoodOMG,30.20,"1,870",137,"3,660","1,165","456,850","1,375,027",59,"26,483",1.29,"51,537","15,592","11,231","7,553",55.5%,"4,587H 6M 40S","20,238","134,972,943","66,357","3,596","16,356","1,994",479,780,"32,410","10,470","43,808","3,044","2,525","1,510",37,"3,198H 43M","8,778","5,719","14,497","39,610","52,591",60.6%,1.33,3.63,0.27,243H 34M 53S,403,284,687,"2,590","3,384",58.7%,1.31,4.93,0.23
42,Niklerator,60.70,659,99,"6,023",89,"410,742","1,243,911",253,"20,330",1.84,"33,511","31,777","11,228","3,080",78.4%,"3,282H 14M 39S","14,322","164,300,660","61,735","3,939","16,670","1,329",205,212,"49,497","3,344","49,514","1,422",769,"1,108",23,"2,741H 46M 37S","9,870","2,632","12,502","27,385","52,680",78.9%,1.92,4.21,0.32,214H 4M 21S,509,154,663,"2,179","3,385",76.8%,1.55,5.11,0.26
43,SantaKJIAYC,37.00,"1,671",105,"3,605",382,"458,252","1,082,841",487,"27,378",0.91,"104,356","17,703","11,224","11,208",49.6%,"7,291H 21M 10S","22,642","183,015,892","94,582","4,379","25,008","2,316",250,228,"90,668","4,020","68,081","1,256","1,408",828,21,134H 26M 8S,320,292,612,"1,690","1,293",52.3%,0.77,2.11,0.16,"7,096H 19M 51S","10,709","10,742","21,458","99,145","89,740",49.9%,0.91,4.18,0.21
44,SugR_n8.-,54.80,584,70,"3,704",114,"436,771","805,258",21,"18,276",1.12,"64,098","25,981","11,214","8,935",50.9%,"5,365H 27M 25S","22,038","142,742,961","72,040","2,974","16,314","1,494",167,132,"61,860","4,253","45,519",791,656,600,18,"2,542H 44M 35S","6,686","4,927","11,613","33,027","38,295",57.6%,1.16,3.30,0.25,"1,203H 33M 26S","1,919","1,745","3,665","15,807","15,941",52.4%,1.01,4.35,0.22
45,ItzMrDeee,46.40,"1,194",73,"4,315",118,"435,417","826,966",73,"22,460",2.13,"29,642","24,706","11,212","2,107",81.4%,"2,873H 28M 43S","13,767","149,670,278","63,157","3,107","14,230","1,286",183,133,"43,705","11,585","56,502",856,393,471,21,"2,151H 35M 15S","9,117","1,638","10,755","22,398","51,119",84.8%,2.28,4.75,0.40,335H 43M 22S,872,274,"1,146","3,849","5,009",76.1%,1.30,4.37,0.25
46,FOMA-MOMO,64.30,547,93,"3,159",107,"372,635","25,386",10,"16,303",1.55,"42,309","25,945","11,211","4,056",67.9%,"3,834H 6M 58S","16,523","136,873,837","65,710","2,559","13,565",995,28,50,"44,073","2,867","42,464",182,181,68,0,"2,684H 43M 49S","8,558","3,114","11,672","32,179","47,898",73.3%,1.49,4.10,0.30,142H 17M 55S,288,158,447,"1,638","2,190",64.4%,1.34,4.90,0.26
47,iQuake_V8,46.90,"1,011",73,"4,017",188,"422,121","659,006",67,"22,037",1.57,"49,851","24,964","11,215","6,231",62.4%,"4,179H 6M 52S","17,985","135,941,622","78,464","3,279","14,548","2,107",142,228,"33,562","6,709","43,234","1,347","1,562",708,24,"2,175H 19M 21S","6,638","3,934","10,572","28,120","43,832",62.8%,1.56,4.15,0.34,"1,106H 31M 19S","1,883","1,414","3,297","13,165","17,913",57.1%,1.36,5.43,0.27
48,zMancuzZa,46.50,597,46,"2,438",437,"267,555","685,904",105,"12,321",1.01,"63,243","11,771","11,209","8,635",50.2%,"5,647H 12M 10S","22,307","100,125,439","63,724","2,703","12,060","1,432",149,235,"44,625","6,912","38,851",913,805,532,4,"1,175H 47M 29S","3,201","2,615","5,816","17,150","15,702",55%,0.92,2.70,0.22,"1,849H 29M 24S","2,756","2,478","5,234","22,068","19,675",52.7%,0.89,3.76,0.18
49,M-_-YoDa_,43.20,"1,684",81,"3,504",253,"388,637","865,450",92,"22,089",1.28,"64,585","22,757","11,205","10,201",52.2%,"4,591H 47M 52S","21,457","146,733,763","82,664","3,246","16,445","1,402",90,69,"48,854","3,534","40,798","1,537",899,"1,084",18,"2,857H 11M 27S","7,560","6,171","13,731","37,795","50,060",55.1%,1.32,3.65,0.29,347H 13M 18S,547,468,"1,015","4,308","4,631",53.9%,1.07,4.56,0.22
50,bSwiifty,40.50,"1,060",69,"3,357",173,"401,752","314,308",43,"21,768",1.22,"59,068","17,712","11,204","8,245",57%,"4,259H 25M 59S","19,668","140,303,496","71,877","3,110","14,932","1,769",71,61,"58,651","10,056","48,205","1,070",962,557,5,"2,841H 46M 58S","7,989","5,471","13,460","38,100","46,195",59.4%,1.21,3.43,0.27,350H 56M 34S,564,503,"1,068","4,337","5,731",52.8%,1.32,5.37,0.27
51,Bruh_Nate_,49.90,133,23,"2,521",36,"366,242","7,815",0,"16,425",1.23,"57,152","17,603","11,194","3,147",70.9%,"4,264H 14M 13S","15,786","141,553,570","70,327","2,107","13,514",594,1,14,"59,770","3,079","47,400",6,11,3,0,24H 56M 23S,71,39,110,357,399,64.5%,1.12,3.63,0.27,"4,464H 49M 22S","11,099","3,096","14,206","56,653","69,712",78.1%,1.23,4.91,0.26
52,ICONA POP 420,20.90,609,34,771,331,"167,699","339,762",14,"9,165",0.71,"76,784","6,160","11,196","14,844",36.7%,"6,398H 1M 31S","30,531","54,264,575","54,579",537,"6,092",448,268,173,"14,278","3,303","16,134","1,975",463,574,2,"1,717H 56M 40S","3,863","4,466","8,329","27,177","21,688",46.4%,0.80,2.60,0.21,93H 7M 25S,120,180,300,"1,563",788,40%,0.50,2.63,0.14
