,name,GENERAL - COMBAT.PVPAccuracy,GENERAL - COMBAT.PVPMeleeKills,GENERAL - COMBAT.PVPBlindKills,GENERAL - COMBAT.PVPPenetrationKills,GENERAL - COMBAT.PVPSuicides,GENERAL - COMBAT.PVPBulletsHit,GENERAL - COMBAT.PVPBulletsFired,GENERAL - COMBAT.PVPRappelBreach,GENERAL - COMBAT.PVPDBNOs,GENERAL.PVPKDRatio,GENERAL.PVPDeaths,GENERAL.PVPHeadshots,GENERAL.PVPMatchesWon,GENERAL.PVPMatchesLost,GENERAL.PVPWLRatio,GENERAL.PVPTimePlayed,GENERAL.PVPMatchesPlayed,GENERAL.PVPTotalXp,GENERAL.PVPKills,GENERAL - TEAM PLAY.PVPDBNOAssists,GENERAL - TEAM PLAY.PVPKillAssists,GENERAL - TEAM PLAY.PVPRevives,GENERAL - TEAM PLAY.PVPHostagesRescued,GENERAL - TEAM PLAY.PVPHostageDefense,GENERAL - TEAM PLAY.PVPReinforcementsDeployed,GENERAL - TEAM PLAY.PVPBarricadesDeployed,GENERAL - TEAM PLAY.PVPGadgetsDestroyed,GENERAL - TEAM PLAY.PVPServerAggression,GENERAL - TEAM PLAY.PVPServerDefender,GENERAL - TEAM PLAY.PVPServersHacked,GENERAL - TEAM PLAY.PVPReviveDenied,CASUAL.CasualTimePlayed,CASUAL.CasualWins,CASUAL.CasualLosses,CASUAL.CasualMatches,CASUAL.CasualDeaths,CASUAL.CasualKills,CASUAL.CasualWLRatio,CASUAL.CasualKDRatio,CASUAL.CasualKillsPerMatch,CASUAL.CasualKillsPerMinute,RANKED.RankedTimePlayed,RANKED.RankedWins,RANKED.RankedLosses,RANKED.RankedMatches,RANKED.RankedDeaths,RANKED.RankedKills,RANKED.RankedWLRatio,RANKED.RankedKDRatio,RANKED.RankedKillsPerMatch,RANKED.RankedKillsPerMinute
10,andrekuchiki,42.30,936,54,"3,470",112,"430,563","620,652",46,"21,752",1.57,"41,220","18,712","12,279","4,015",75%,"3,712H 7M 14S","16,376","136,821,190","64,913","3,524","14,898","1,712",91,156,"55,559","8,524","55,073",338,373,233,9,"2,166H 39M 43S","7,496","3,034","10,530","25,032","35,422",71.2%,1.42,3.36,0.27,805H 26S,"1,926",423,"2,349","8,032","15,001",82%,1.87,6.39,0.31
11,HAVI94,40.60,"2,682",140,"5,514",193,"588,633","1,129,384",133,"38,235",1.01,"95,674","25,899","12,274","9,970",54.4%,"6,950H 49M 28S","22,555","219,601,039","96,764","6,490","35,252","2,291",344,661,"69,121","6,891","70,262","2,564","1,898","1,479",21,"1,197H 11M 35S","3,204","1,656","4,860","15,660","17,731",65.9%,1.13,3.65,0.25,"5,658H 2M 57S","8,799","8,177","17,002","78,632","77,383",51.8%,0.98,4.55,0.23
12,xItz_TaIMOx,42.10,827,100,"3,298",239,"355,001","606,194",46,"19,739",1.36,"50,232","16,531","12,274","5,863",65.4%,"4,049H 58M 14S","18,767","138,722,306","68,402","4,401","18,667","1,295",22,65,"39,800","4,664","43,064","1,803","1,102",902,8,"2,251H 45M 37S","7,809","3,305","11,114","28,350","39,971",70.3%,1.41,3.60,0.30,632H 5M 35S,"1,077",688,"1,765","6,854","8,878",61%,1.30,5.03,0.23
13,PIMMELPOLIZEI,38.50,793,100,"3,954",125,"370,300","614,104",344,"17,495",1.65,"33,067","16,705","12,273","3,624",76.7%,"3,450H 21M 43S","15,999","136,474,893","54,659","3,022","14,321","1,478","1,878","4,034","44,857","11,368","48,443",671,405,"1,124",18,"2,760H 14M 46S","9,869","2,921","12,790","26,380","44,767",77.2%,1.70,3.50,0.27,5H 39M 35S,14,5,19,52,86,73.7%,1.65,4.53,0.25
14,ANCELLM,52.80,514,54,"3,908",379,"431,279","541,649",26,"18,726",1.17,"54,041","24,228","12,270","10,338",54.1%,"4,677H 51M 6S","22,697","142,394,448","63,122","3,200","13,792","1,089",20,33,"22,669","1,629","36,473",107,107,53,5,"3,473H 5M 42S","8,623","9,548","18,171","40,841","38,359",47.5%,0.94,2.11,0.18,"1,011H 13M 39S","2,743",494,"3,237","9,869","17,823",84.7%,1.81,5.51,0.29
15,RepIjcator,49.80,"1,325",69,"2,486",176,"445,912","1,271",4,"23,145",1.35,"74,011","21,390","12,259","8,622",53.1%,"6,343H 54M 39S","23,069","164,530,435","99,836","2,787","15,580","1,558",20,13,"67,794","6,940","55,775","1,500","1,290",491,0,"1,010H 25M 52S","2,826","1,956","4,782","13,773","17,665",59.1%,1.28,3.69,0.29,"2,733H 58M 17S","4,433","3,976","8,426","37,014","39,383",52.6%,1.06,4.67,0.24
16,McLunchbox_,43.90,"1,329",83,"3,635",108,"361,443","47,929",65,"19,337",1.11,"61,280","19,798","12,252","8,609",58%,"4,861H 3M 56S","21,119","153,751,770","68,164","3,987","16,991","1,467",35,100,"62,752","9,817","50,665",802,"1,635",399,0,"2,960H 25M 20S","8,090","5,534","13,624","35,671","41,177",59.4%,1.15,3.02,0.23,892H 23S,"1,368","1,259","2,630","11,163","10,687",52%,0.96,4.06,0.20
17,Good.Luck.All,42.10,"2,059",212,"4,974",243,"687,545","929,943",6,"35,642",1.06,"94,885","30,827","12,253","11,722",50.6%,"7,070H 4M 57S","24,211","222,870,667","100,737","5,232","26,696","1,663",418,713,"63,629","15,057","77,987","1,786","1,941",666,8,"1,344H 7M 35S","3,064","2,785","5,849","17,704","18,992",52.4%,1.07,3.25,0.24,"5,651H 3M 49S","8,841","8,582","17,439","74,463","79,003",50.7%,1.06,4.53,0.23
18,JesusAboveAII,54.00,378,49,"3,156",95,"410,676","2,195",4,"18,774",1.41,"73,874","22,617","12,238","6,263",63%,"5,745H 10M 43S","19,432","140,845,762","104,376","2,686","13,977",717,2,2,"32,321","4,866","44,508",113,149,27,0,27H 54M 13S,74,40,114,410,700,64.9%,1.71,6.14,0.42,"5,908H 46M 26S","12,109","6,200","18,359","73,138","103,052",66%,1.41,5.61,0.29
19,M0kA-,57.30,252,52,"2,488",52,"281,097","1,261",0,"12,955",2.01,"33,242","22,875","12,228","2,121",83.9%,"3,275H 25M 1S","14,570","104,026,365","66,784","1,746","8,515",646,23,26,"37,663","1,708","31,401",69,95,17,0,"1,961H 59M 57S","7,309","1,423","8,732","19,337","38,852",83.7%,2.01,4.45,0.33,599H 56M 54S,"1,875",236,"2,117","6,807","12,285",88.6%,1.80,5.80,0.34
20,heIpsy,43.20,"1,077",114,"4,233",109,"440,853","684,330",244,"25,956",1.58,"44,987","22,591","12,233","4,944",70%,"3,779H 25M 19S","17,467","148,438,268","71,043","3,468","16,946","1,463",157,202,"57,140","8,992","52,028","1,344","1,022",720,9,"2,698H 8M 43S","9,564","3,780","13,344","32,154","53,712",71.7%,1.67,4.03,0.33,856H 59M 2S,"1,702",893,"2,598","9,619","11,152",65.5%,1.16,4.29,0.22
21,nicopyon25,31.40,638,42,611,"7,947","269,807","309,470",118,"7,740",0.15,"120,843","4,443","12,220","27,035",31.1%,"8,535H 46M 34S","39,263","102,028,754","18,322",728,"9,967","7,608",267,519,"4,690","1,430","19,355",257,293,132,9,903H 30M 32S,"1,793","2,536","4,329","11,595","10,515",41.4%,0.91,2.43,0.19,"7,580H 12M 17S","10,309","24,395","34,710","108,520","6,899",29.7%,0.06,0.20,0.02
22,WhyMurdaa,61.70,490,71,"7,782",132,"647,871","84,147",35,"22,514",0.97,"111,633","42,242","12,207","11,381",51.1%,"7,073H 30M 27S","23,871","210,809,641","108,414","3,996","25,771","1,862",29,53,"77,349","4,833","72,968",711,"1,160",215,0,709H 18M 36S,"1,701","1,420","3,121","10,321","10,099",54.5%,0.98,3.24,0.24,"6,165H 53M 52S","9,940","9,440","19,411","95,276","92,264",51.2%,0.97,4.75,0.25
23,MajorForde,46.20,656,47,"2,638",66,"356,444","264,570",61,"16,679",1.22,"71,028","16,354","12,204","8,381",51.9%,"5,191H 46M 55S","23,507","108,415,295","86,456","2,084","11,976","1,019",118,82,"29,468","6,306","40,843",390,346,232,4,"2,390H 16M 15S","6,325","4,505","10,830","29,738","35,141",58.4%,1.18,3.24,0.25,367H 24M 18S,592,504,"1,098","4,653","5,179",53.9%,1.11,4.72,0.23
24,TRICKST3R 1ERZ,55.40,464,80,"4,007",134,"401,760","208,598",22,"19,037",1.64,"51,845","23,433","12,201","5,314",69%,"4,143H 44M 17S","17,694","140,246,412","84,767","3,117","16,105","1,187",57,94,"40,693","12,298","49,505",464,526,179,2,"1,412H 42M 41S","5,256","2,184","7,440","17,940","32,714",70.6%,1.82,4.40,0.39,"1,499H 31M 27S","2,631","2,010","4,641","20,596","24,019",56.7%,1.17,5.18,0.27
25,StandALOne98,50.20,"1,732",70,"3,248",331,"408,859",984,0,"17,699",0.94,"84,523","21,992","12,194","12,316",49.2%,"4,987H 36M 7S","24,765","122,520,879","79,735","2,202","16,018","1,307",162,126,"11,913","4,366","40,990",684,561,325,0,"2,678H 59M 1S","6,503","6,672","13,175","39,265","37,051",49.4%,0.94,2.81,0.23,462H 1M 1S,744,765,"1,512","6,854","5,925",49.2%,0.86,3.92,0.21
26,Kxrrxpted,47.80,872,62,"3,450",128,"414,799","231,938",9,"20,891",1.24,"56,837","19,787","12,204","8,663",55.2%,"5,029H 25M 4S","22,096","133,504,868","70,218","3,482","16,152","1,533",74,157,"47,761","11,016","41,690",613,"1,078",317,8,"2,612H 22M 38S","7,140","5,371","12,511","32,704","39,736",57.1%,1.22,3.18,0.25,766H 3M 31S,"1,313","1,002","2,316","9,218","9,472",56.7%,1.03,4.09,0.21
27,Mantis-.,47.00,"2,331",130,"4,406",144,"550,593","1,085,524",74,"28,907",1.82,"44,365","33,548","12,192","5,077",69.7%,"4,044H 41M 5S","17,492","179,078,801","80,850","3,938","18,056","2,038",50,83,"35,412","10,556","67,712",940,485,487,22,"2,810H 30M 11S","9,633","3,689","13,322","31,229","59,145",72.3%,1.89,4.44,0.35,749H 52M 17S,"1,522",782,"2,304","8,240","13,480",66.1%,1.64,5.85,0.30
28,tuzhno,35.70,252,50,"2,866",156,"234,862",98,1,"10,190",1.80,"25,946","12,955","12,190","2,117",83.9%,"3,343H 10M 31S","14,528","80,507,065","46,701","2,443","8,958","1,063",30,45,"16,837",392,"21,110",79,115,86,0,"1,440H 10M 21S","5,524","1,237","6,761","13,820","21,870",81.7%,1.58,3.23,0.25,306H 34M 25S,792,226,"1,018","2,986","5,390",77.8%,1.81,5.29,0.29
29,PeachMint,53.70,614,89,"4,007",124,"441,065","8,750",60,"21,606",1.49,"38,474","24,030","12,179","2,183",84.7%,"3,227H 12M 44S","14,376","148,337,245","57,294","3,160","15,094","1,209",6,10,"35,407","1,627","50,412",121,285,30,0,"2,934H 55M 59S","11,085","1,970","13,055","34,717","51,177",84.9%,1.47,3.92,0.29,59H 25S,168,55,223,616,884,75.3%,1.44,3.96,0.25
30,Sayuzah,55.80,789,79,"4,369",133,"441,544","74,031",10,"22,315",1.66,"65,923","27,931","12,173","5,178",69.7%,"5,047H 36M 1S","17,477","143,949,684","109,616","2,773","15,660",909,28,27,"30,261",609,"39,384",439,327,80,0,448H 46M 4S,"1,475",727,"2,202","6,280","10,489",67%,1.67,4.76,0.39,"2,174H 15M 28S","4,061","2,441","6,512","29,246","40,532",62.4%,1.39,6.22,0.31
31,AnsonL69_-,50.00,261,62,"4,136",77,"491,631","597,907",70,"23,479",2.49,"28,700","22,169","12,160","2,396",82.6%,"3,428H 8M 12S","14,719","130,362,569","71,384","3,844","13,237","1,124",129,182,"15,882","3,624","49,709",966,981,484,13,"1,875H 8M 45S","7,729","1,201","8,930","13,907","38,909",86.6%,2.80,4.36,0.35,"1,178H 18M 43S","2,732",970,"3,704","11,527","22,953",73.8%,1.99,6.20,0.32
32,WANTED_66BR,43.70,331,50,"2,579",250,"414,591","580,998",26,"17,767",2.15,"37,748","18,210","12,167","3,218",77.6%,"3,533H 33M 14S","15,683","101,390,032","81,119","2,521","10,745","1,305",51,67,"35,517","3,794","38,201",545,619,236,5,"1,238H 21M 2S","4,776","1,074","5,850","12,118","24,758",81.6%,2.04,4.23,0.33,"1,064H 24M 48S","2,707","1,681","4,389","10,935","22,579",61.7%,2.06,5.14,0.35
33,ivanchan1107,29.20,324,92,"2,910",113,"340,765","723,902",4,"17,469",1.41,"40,662","14,348","12,169","6,474",64.7%,"4,262H 14M 10S","18,795","112,282,421","57,273","3,345","12,295","1,833",428,686,"45,206","4,241","42,036",933,"1,536",806,10,"3,101H 12M 9S","9,069","4,691","13,760","28,857","41,054",65.9%,1.42,2.98,0.22,149H 23M 14S,267,182,449,"1,602","1,911",59.5%,1.19,4.26,0.21
34,Ill Cody llI,41.30,844,86,"4,716",108,"458,543","871,918",188,"25,304",1.65,"47,417","26,402","12,137","3,633",75.7%,"4,053H 33M 27S","16,032","145,481,080","78,374","4,094","17,514","1,271",103,158,"36,440","6,934","46,342","2,077","1,688",871,13,"2,042H 57M 58S","6,885","2,096","8,981","26,018","44,914",76.7%,1.73,5.00,0.37,"1,023H 25M 18S","1,931","1,125","3,056","11,980","17,140",63.2%,1.43,5.61,0.28
35,AimbotHiredMe,53.80,"1,811",110,"4,303",223,"338,372","1,889,462",534,"18,711",1.51,"32,439","19,535","12,131","2,147",85%,"3,116H 34M 12S","14,278","129,453,024","48,828","6,061","23,300","1,638",259,357,"47,070","6,374","44,576","2,617","1,390","1,606",38,"3,013H 37M 15S","11,923","2,063","13,986","31,406","47,342",85.2%,1.51,3.38,0.26,96H 14M 32S,198,76,274,956,"1,408",72.3%,1.47,5.14,0.24
36,SamG309,44.40,"1,499",82,"2,214",680,"397,011","2,630",57,"21,074",1.76,"45,123","18,367","12,132","4,854",69.8%,"3,556H 12M 44S","17,382","130,318,396","79,356","2,635","12,583","2,048",253,499,"30,975","2,429","39,156","3,080","1,924","1,134",0,"2,356H 13M 45S","8,171","3,502","11,673","29,593","47,969",70%,1.62,4.11,0.34,121H 3M 50S,256,132,388,"1,422","1,729",66%,1.22,4.46,0.24
37,itsWobble,38.60,216,53,"1,109",30,"174,435","215,399",14,"9,581",1.77,"21,062","6,401","12,199","1,578",88.3%,"2,989H 13M 2S","13,818","69,449,954","37,384","2,054","6,969",575,111,130,"30,679","4,657","26,282",563,"1,119",460,2,"1,602H 46M 8S","6,341","1,125","7,466","11,698","19,742",84.9%,1.69,2.64,0.21,181H 12M 28S,324,149,474,"1,784","2,516",68.4%,1.41,5.31,0.23
38,attila penge,29.10,380,41,"1,329",342,"270,429","1,165",0,"13,631",0.94,"117,258","6,679","12,109","12,634",45.7%,"5,395H 18M 15S","26,497","86,970,936","110,020","2,350","10,331","1,200",205,194,"44,122","11,840","21,990",309,511,265,0,"2,648H 12M 26S","6,308","6,870","13,178","32,114","25,973",47.9%,0.81,1.97,0.16,21H 45M,22,44,69,282,71,31.9%,0.25,1.03,0.05
39,BeciENTROPY,48.60,"1,009",86,"3,915",100,"406,816","25,251",60,"21,356",1.49,"56,347","20,554","12,110","5,849",65.7%,"4,814H 50M 44S","18,422","148,409,574","84,053","4,100","16,530","1,366",18,34,"49,385","4,080","52,784",188,317,79,0,"1,181H 23M 50S","3,488","2,191","5,679","14,647","20,551",61.4%,1.40,3.62,0.29,"2,269H 36M 52S","4,523","2,245","6,772","23,720","29,692",66.8%,1.25,4.38,0.22
40,lMoraal,45.40,631,59,"5,887",84,"513,420","1,075,464",7,"24,587",1.59,"62,898","26,618","12,095","4,804",69.8%,"5,263H 53M 39S","17,340","170,937,413","100,147","3,763","18,080","1,272",25,45,"67,159","3,008","56,275",681,"1,051",454,4,217H 34M 7S,748,236,984,"3,053","4,930",76%,1.61,5.01,0.38,"4,982H 30M 53S","10,896","4,508","15,468","57,847","90,811",70.4%,1.57,5.87,0.30
41,R6_Degenerate,37.40,"1,477",149,"6,529",262,"653,806","1,674,252",133,"36,051",1.80,"48,504","31,438","12,094","5,083",70.2%,"4,365H 2M 8S","17,217","196,430,299","87,359","5,708","23,478","1,934",112,201,"50,605","9,302","64,598","2,499","1,791","1,148",22,"2,377H 7M 12S","8,263","2,830","11,093","25,291","51,693",74.5%,2.04,4.66,0.36,"1,621H 51M 5S","2,671","2,023","4,694","18,830","27,964",56.9%,1.49,5.96,0.29
42,bogomol1987,49.60,693,72,"4,008",225,"530,579","712,711",58,"24,771",1.01,"94,679","30,812","12,079","11,711",49.6%,"6,698H 22M 4S","24,340","173,442,016","95,252","3,217","22,684","2,024",67,86,"65,861","19,049","48,222","1,232","1,372",691,7,"1,145H 37M 40S","2,988","2,758","5,746","16,684","15,921",52%,0.95,2.77,0.23,"4,211H 28M 8S","6,574","6,338","12,919","59,934","62,170",50.9%,1.04,4.81,0.25
43,DOUWATlKU,26.61,71,5,43,"2,528","27,983",0,11,619,0.01,"94,050",360,"12,061","22,103",35.3%,"7,898H 39M 33S","34,181","90,880,915","1,353",45,666,330,45,75,179,41,"1,268",2,20,16,0,548H 6M 38S,674,"2,212","2,886","6,577",623,23.4%,0.09,0.22,0.02,"7,128H 59M 5S","11,079","19,376","30,455","85,771",634,36.4%,0.01,0.02,0.00
44,kaneti_,45.20,461,98,"3,597",91,"380,828","1,245,956",35,"21,005",1.72,"37,901","19,823","12,059","3,600",76.6%,"3,823H 20M 11S","15,751","129,134,855","65,375","4,047","16,093","1,142",160,183,"40,727","3,752","42,312",299,238,229,15,"2,583H 38M 44S","8,401","2,636","11,037","25,199","44,130",76.1%,1.75,4.00,0.28,607H 30M 53S,"1,381",390,"1,771","5,959","7,571",78%,1.27,4.27,0.21
45,LIPEERAA,45.90,"1,844",140,"7,089",276,"641,378","1,514,257",82,"36,205",1.15,"88,235","34,705","12,052","8,612",56.9%,"6,350H 33M 7S","21,164","233,121,025","101,713","5,221","29,125","2,430",120,212,"52,324","6,411","74,717",653,418,312,19,519H 28M 33S,"1,527","1,062","2,589","7,161","9,249",59%,1.29,3.57,0.30,"5,582H 43M 47S","9,885","7,141","17,027","77,740","88,260",58.1%,1.14,5.18,0.26
46,Gozpil,44.60,"1,313",89,"4,490",141,"408,809","599,418",115,"23,004",1.85,"43,744","22,927","12,055","3,403",76.5%,"3,641H 38M 13S","15,755","138,159,301","81,051","2,765","14,248",981,84,109,"38,096","4,890","36,124","1,215",599,551,7,"1,721H 57M 15S","6,066","2,039","8,105","22,332","41,059",74.8%,1.84,5.07,0.40,536H 45M 50S,"1,214",519,"1,733","6,252","12,693",70.1%,2.03,7.32,0.39
47,Corejuno,43.20,"1,910",141,"5,153",157,"471,408","834,938",102,"26,937",1.29,"80,927","28,151","12,038","8,557",57.6%,"5,900H 40M 41S","20,889","188,173,956","104,564","3,580","19,522","1,436",126,159,"70,691","5,433","57,173","1,662","1,061",691,16,"1,006H 8M 17S","2,779","1,914","4,693","14,066","18,817",59.2%,1.34,4.01,0.31,"5,001H 52M 36S","8,835","6,485","15,331","63,396","80,316",57.6%,1.27,5.24,0.27
