,name,GENERAL - COMBAT.PVPAccuracy,GENERAL - COMBAT.PVPMeleeKills,GENERAL - COMBAT.PVPBlindKills,GENERAL - COMBAT.PVPPenetrationKills,GENERAL - COMBAT.PVPSuicides,GENERAL - COMBAT.PVPBulletsHit,GENERAL - COMBAT.PVPBulletsFired,GENERAL - COMBAT.PVPRappelBreach,GENERAL - COMBAT.PVPDBNOs,GENERAL.PVPKDRatio,GENERAL.PVPDeaths,GENERAL.PVPHeadshots,GENERAL.PVPMatchesWon,GENERAL.PVPMatchesLost,GENERAL.PVPWLRatio,GENERAL.PVPTimePlayed,GENERAL.PVPMatchesPlayed,GENERAL.PVPTotalXp,GENERAL.PVPKills,GENERAL - TEAM PLAY.PVPDBNOAssists,GENERAL - TEAM PLAY.PVPKillAssists,GENERAL - TEAM PLAY.PVPRevives,GENERAL - TEAM PLAY.PVPHostagesRescued,GENERAL - TEAM PLAY.PVPHostageDefense,GENERAL - TEAM PLAY.PVPReinforcementsDeployed,GENERAL - TEAM PLAY.PVPBarricadesDeployed,GENERAL - TEAM PLAY.PVPGadgetsDestroyed,GENERAL - TEAM PLAY.PVPServerAggression,GENERAL - TEAM PLAY.PVPServerDefender,GENERAL - TEAM PLAY.PVPServersHacked,GENERAL - TEAM PLAY.PVPReviveDenied,CASUAL.CasualTimePlayed,CASUAL.CasualWins,CASUAL.CasualLosses,CASUAL.CasualMatches,CASUAL.CasualDeaths,CASUAL.CasualKills,CASUAL.CasualWLRatio,CASUAL.CasualKDRatio,CASUAL.CasualKillsPerMatch,CASUAL.CasualKillsPerMinute,RANKED.RankedTimePlayed,RANKED.RankedWins,RANKED.RankedLosses,RANKED.RankedMatches,RANKED.RankedDeaths,RANKED.RankedKills,RANKED.RankedWLRatio,RANKED.RankedKDRatio,RANKED.RankedKillsPerMatch,RANKED.RankedKillsPerMinute
35,atrwhiteboy ll,30.70,"1,427",85,"3,210",193,"451,658","371,726",351,"29,794",1.93,"39,971","17,649","12,938","5,688",67%,"4,579H 16M 9S","19,320","165,664,209","77,332","7,171","23,582","1,339",110,98,"45,568","9,355","64,654","1,321","1,252",794,10,"3,051H 21M 18S","9,314","3,963","13,277","28,844","53,388",70.2%,1.85,4.02,0.29,250H 44M 8S,456,282,738,"2,359","3,522",61.8%,1.49,4.77,0.23
36,Dimitar60,38.50,821,77,"3,293",126,"289,829","868,555",33,"14,617",1.32,"40,669","12,702","12,929","4,747",70.7%,"4,173H 2M 36S","18,285","107,512,313","53,788","3,602","13,134",983,232,275,"46,766","19,873","41,311","1,449","2,306","1,263",15,"2,725H 20M 3S","8,681","3,478","12,159","27,345","33,043",71.4%,1.21,2.72,0.20,197H 55M 55S,327,241,569,"1,994","2,158",57.5%,1.08,3.79,0.18
37,ll_Best_Grey_ll,36.80,268,48,"1,228",133,"258,801",142,0,"13,032",1.45,"39,637","9,802","12,918","3,798",56%,"5,056H 18M 54S","23,080","89,806,205","57,472","1,242","6,818",729,14,5,"35,351",964,"24,888",33,34,28,0,"1,951H 5M 1S","6,226","2,706","8,932","23,339","29,178",69.7%,1.25,3.27,0.25,70H 10M 59S,187,47,234,525,539,79.9%,1.03,2.30,0.13
38,QK_RAMBITO,34.30,"1,641",64,"3,136",139,"346,099","430,574",10,"22,472",1.34,"49,810","13,177","12,947","7,064",63.9%,"4,802H 33M 4S","20,277","119,959,730","66,522","4,268","15,783","1,399",181,401,"54,196","10,959","41,183","1,974","2,887","1,071",14,"2,845H 52M 1S","7,458","5,076","12,534","31,161","42,126",59.5%,1.35,3.36,0.25,381H 45M 40S,608,463,"1,072","4,279","3,922",56.7%,0.92,3.66,0.17
39,SuperTTI,29.90,807,155,"4,780",275,"618,054","1,228,265",974,"35,198",2.52,"31,050","19,904","12,903","2,449",60.4%,"5,693H 30M 34S","21,356","168,947,708","78,274","5,092","17,248","1,960","1,193","1,273","55,232","18,053","73,333","3,738","1,957","2,318",27,"2,785H 53M 4S","9,299","1,228","10,527","23,274","56,014",88.3%,2.41,5.32,0.34,606H 38M 30S,"1,828",369,"2,197","5,002","13,541",83.2%,2.71,6.16,0.37
40,Jc no cry,40.30,"1,216",73,"3,104",227,"434,834","293,094",25,"21,984",1.47,"60,158","20,847","12,901","4,514",72.5%,"4,264H 43M 20S","17,788","131,654,781","88,265","2,807","16,911","1,240",35,56,"30,257","2,344","44,597",331,186,153,2,"1,955H 19M 48S","6,125","2,593","8,718","28,030","37,432",70.3%,1.34,4.29,0.32,569H 11S,"1,120",630,"1,755","7,621","10,371",63.8%,1.36,5.91,0.30
41,XcLuA,53.90,"1,876",87,"3,791",104,"395,464","8,936",109,"19,109",1.38,"71,184","19,482","12,877","7,101",62.7%,"6,448H 50M 46S","20,553","143,280,827","98,386","3,268","16,815",891,26,39,"55,667","6,341","50,921",72,54,27,0,549H 30M 22S,"1,565",898,"2,463","7,173","11,278",63.5%,1.57,4.58,0.34,"3,011H 34M 12S","4,657","4,100","8,760","39,279","41,568",53.2%,1.06,4.75,0.23
42,YungLb34,24.80,440,93,"1,990",347,"271,955","525,652",261,"22,671",0.61,"107,168","10,116","12,875","12,525",50%,"8,138H 34M 25S","25,750","154,432,263","65,245","6,138","26,784","2,701",87,144,"56,411","12,065","49,811","1,139","4,083",820,9,262H 16M 7S,585,579,"1,164","3,411","2,142",50.3%,0.63,1.84,0.14,"7,555H 8M 11S","11,789","11,289","23,124","97,674","58,834",51%,0.60,2.54,0.13
43,NickyAFK,45.50,759,81,"3,551",166,"406,095","158,372",30,"19,860",1.65,"44,243","20,316","12,866","4,548",72.2%,"3,959H 18M 43S","17,808","131,009,387","72,817","3,036","14,104","1,197",24,52,"32,421","2,639","45,784",820,807,233,3,"2,164H 34M 46S","7,361","3,149","10,510","25,851","39,736",70%,1.54,3.78,0.31,580H 43M 42S,"1,047",690,"1,737","7,051","8,445",60.3%,1.20,4.86,0.24
44,hitman_JDA,52.40,650,57,"4,038",85,"478,151","542,490",95,"23,816",1.59,"78,317","24,330","12,861","6,414",64.6%,"6,134H 16M 3S","19,924","174,655,867","124,841","3,538","16,670","1,304",77,73,"48,224","5,030","58,228",896,"1,179",441,8,245H 29M,716,306,"1,022","3,410","5,874",70.1%,1.72,5.75,0.40,"5,644H 10M 8S","11,483","5,857","17,366","66,055","102,816",66.1%,1.56,5.92,0.30
45,OtterSIaughter,58.00,729,86,"5,701",70,"479,609","992,658",108,"19,879",1.81,"50,294","31,259","12,850","4,213",75%,"3,833H 6M 31S","17,131","150,359,522","90,967","3,562","16,397","1,250",109,205,"39,266","4,173","56,658",422,322,295,9,"2,444H 35M 2S","8,446","3,063","11,509","29,081","52,236",73.4%,1.80,4.54,0.36,278H 1M 20S,559,286,845,"3,190","5,092",66.2%,1.60,6.03,0.31
46,Im FelpzK,54.60,712,111,"7,404",224,"592,243","1,635,566",45,"29,640",1.39,"70,565","32,479","12,849","6,651",64.2%,"5,553H 53M 19S","20,002","198,540,820","97,765","6,766","29,301","1,891",108,204,"43,481","14,034","65,196",450,315,228,14,"1,744H 39M 38S","5,490","2,217","7,707","21,695","37,584",71.2%,1.73,4.88,0.36,"3,534H 55M 18S","6,448","4,062","10,519","44,932","51,353",61.3%,1.14,4.88,0.24
47,Va1ve0x0,45.30,555,70,"4,636",43,"444,286","421,370",81,"23,135",2.15,"45,496","23,257","12,854","4,499",73.3%,"3,993H 17M 26S","17,545","152,292,179","97,649","3,383","13,440","1,294",212,299,"43,984","4,023","56,183",837,711,473,4,"2,043H 31M 33S","6,773","2,705","9,478","20,982","45,029",71.5%,2.15,4.75,0.37,315H 33M 46S,672,347,"1,019","3,500","5,440",65.9%,1.55,5.34,0.29
48,MoonRockMolIy,41.80,872,71,"4,036",148,"535,332","300,878",18,"25,816",1.55,"59,426","17,913","12,838","4,161",72.9%,"5,214H 36M 13S","17,606","154,698,387","92,090","4,346","17,988","1,222",24,29,"49,170","10,076","60,234",822,"1,238",341,6,644H 8M 3S,"1,897",704,"2,601","7,981","13,264",72.9%,1.66,5.10,0.34,"4,609H 6M 52S","10,609","3,384","14,012","49,670","75,541",75.7%,1.52,5.39,0.27
49,GOWPIE,34.90,"1,027",55,"2,648",341,"323,466","94,331",29,"16,295",1.23,"46,818","12,608","12,832","5,816",67.1%,"4,119H 43M 53S","19,123","111,651,151","57,670","4,392","16,916",970,93,119,"45,495","7,292","35,719","1,634","1,791",889,0,"2,534H 42M","8,570","3,637","12,207","28,480","33,576",70.2%,1.18,2.75,0.22,618H 17M 32S,937,887,"1,828","6,473","7,509",51.3%,1.16,4.11,0.20
50,bloo_831,37.50,"1,049",65,"2,465",100,"369,552","372,565",12,"19,786",1.04,"69,712","14,872","12,823","7,532",62.5%,"4,847H 10M 53S","20,515","134,835,455","72,350","2,922","16,491","1,521",40,73,"61,321","6,224","37,834","1,032","1,247",680,5,"2,199H 26M 6S","6,210","4,220","10,430","29,449","29,346",59.5%,1.00,2.81,0.22,761H 31M 39S,"1,189","1,077","2,268","10,396","9,388",52.4%,0.90,4.14,0.21
51,edonsp-,54.00,"1,649",115,"6,334",325,"520,395","723,757",118,"25,164",1.63,"51,157","34,813","12,803","3,613",77%,"4,285H 42M 5S","16,627","156,989,202","83,290","4,547","19,686","1,839",144,256,"21,421","4,881","49,840","1,366","1,242",569,11,"1,996H 20M 13S","7,563","1,560","9,123","25,701","39,660",82.9%,1.54,4.35,0.33,"1,719H 42M 36S","3,546","1,728","5,274","19,932","35,012",67.2%,1.76,6.64,0.34
52,Drivo.RTS,62.50,406,44,"2,314",182,"307,715",169,7,"14,840",1.67,"51,087","22,969","12,804","4,335",73%,"3,888H 3M 22S","17,550","104,555,374","85,338","1,510","9,619","1,143",17,27,"8,751",332,"29,351",94,109,17,0,"1,510H 18M 29S","5,451","1,975","7,426","20,102","32,482",73.4%,1.62,4.37,0.36,200H 56M 49S,392,257,649,"2,479","3,301",60.4%,1.33,5.09,0.27
