,name,GENERAL - COMBAT.PVPAccuracy,GENERAL - COMBAT.PVPMeleeKills,GENERAL - COMBAT.PVPBlindKills,GENERAL - COMBAT.PVPPenetrationKills,GENERAL - COMBAT.PVPSuicides,GENERAL - COMBAT.PVPBulletsHit,GENERAL - COMBAT.PVPBulletsFired,GENERAL - COMBAT.PVPRappelBreach,GENERAL - COMBAT.PVPDBNOs,GENERAL.PVPKDRatio,GENERAL.PVPDeaths,GENERAL.PVPHeadshots,GENERAL.PVPMatchesWon,GENERAL.PVPMatchesLost,GENERAL.PVPWLRatio,GENERAL.PVPTimePlayed,GENERAL.PVPMatchesPlayed,GENERAL.PVPTotalXp,GENERAL.PVPKills,GENERAL - TEAM PLAY.PVPDBNOAssists,GENERAL - TEAM PLAY.PVPKillAssists,GENERAL - TEAM PLAY.PVPRevives,GENERAL - TEAM PLAY.PVPHostagesRescued,GENERAL - TEAM PLAY.PVPHostageDefense,GENERAL - TEAM PLAY.PVPReinforcementsDeployed,GENERAL - TEAM PLAY.PVPBarricadesDeployed,GENERAL - TEAM PLAY.PVPGadgetsDestroyed,GENERAL - TEAM PLAY.PVPServerAggression,GENERAL - TEAM PLAY.PVPServerDefender,GENERAL - TEAM PLAY.PVPServersHacked,GENERAL - TEAM PLAY.PVPReviveDenied,CASUAL.CasualTimePlayed,CASUAL.CasualWins,CASUAL.CasualLosses,CASUAL.CasualMatches,CASUAL.CasualDeaths,CASUAL.CasualKills,CASUAL.CasualWLRatio,CASUAL.CasualKDRatio,CASUAL.CasualKillsPerMatch,CASUAL.CasualKillsPerMinute,RANKED.RankedTimePlayed,RANKED.RankedWins,RANKED.RankedLosses,RANKED.RankedMatches,RANKED.RankedDeaths,RANKED.RankedKills,RANKED.RankedWLRatio,RANKED.RankedKDRatio,RANKED.RankedKillsPerMatch,RANKED.RankedKillsPerMinute
23,Justinmillares,43.90,"1,087",88,"3,169",277,"424,936","535,856",79,"21,502",0.96,"78,042","17,279","11,723","11,287",49.6%,"5,766H 46M 48S","23,633","144,332,990","74,740","3,467","16,571","1,787",117,242,"57,561","14,827","44,623",867,"1,413",571,7,"2,271H 53M 19S","5,512","5,311","10,823","28,024","26,825",50.9%,0.96,2.48,0.20,"2,828H 34M 16S","4,308","4,262","8,575","39,909","38,221",50.2%,0.96,4.46,0.23
24,Fenosrov,53.60,436,74,"5,030",111,"507,672","324,609",7,"24,569",1.41,"76,669","29,149","11,719","5,421",64.6%,"5,186H 31M 25S","18,131","191,363,565","108,073","3,364","22,822",735,5,3,"48,588","6,717","62,301",328,206,159,5,73H 50M 19S,177,135,312,"1,235","1,435",56.7%,1.16,4.60,0.32,"5,077H 52M 52S","11,173","5,134","16,332","72,256","100,294",68.4%,1.39,6.14,0.33
25,TheAnimeWeeb,50.30,"1,064",106,"5,224",167,"525,176","856,705",99,"25,196",2.04,"40,216","26,700","11,710","3,568",76.2%,"3,499H 30M 25S","15,371","162,026,841","81,934","3,269","15,626","2,121",363,807,"50,036","16,698","54,424","3,157","2,278","1,148",6,"2,124H 40M 30S","7,903","2,185","10,088","23,352","50,929",78.3%,2.18,5.05,0.40,657H 35M 45S,"1,233",818,"2,051","8,004","12,598",60.1%,1.57,6.14,0.32
26,Lud0-R6Yt,62.00,"2,672",132,"2,921",479,"355,770","699,425",366,"18,214",0.75,"69,572","21,454","11,707","10,799",52%,"4,725H 45M 52S","22,509","147,016,533","52,183","3,573","21,215","3,051",104,129,"48,915","2,867","31,899","2,518","2,251","1,396",8,"3,869H 15M 3S","10,160","9,246","19,406","56,956","43,191",52.4%,0.76,2.23,0.19,429H 37M 46S,711,732,"1,443","6,332","3,478",49.3%,0.55,2.41,0.13
27,BBMccccc,55.87,"1,273",107,"3,799",124,"430,627","464,511",191,"18,782",1.65,"39,401","36,393","11,704","3,303",78%,"3,323H 1M 16S","15,008","162,692,372","65,139","2,761","15,193","1,918",181,207,"40,454","2,808","57,400",826,417,318,5,"2,944H 6M 12S","10,849","2,930","13,779","35,503","56,693",78.7%,1.60,4.11,0.32,330H 38M 13S,683,351,"1,034","3,291","7,483",66.1%,2.27,7.24,0.38
28,vLxssye,55.00,"1,608",75,"4,788",198,"445,484","919,058",154,"22,640",1.71,"44,915","25,412","11,703","4,398",72.1%,"3,612H 43M 36S","16,223","146,225,488","76,751","4,375","17,638","2,493",53,71,"41,098","3,140","47,034","1,662","1,681","1,015",15,"2,304H 19M 19S","8,068","2,854","10,922","27,196","48,242",73.9%,1.77,4.42,0.35,877H 19M 56S,"2,005",822,"2,828","10,492","16,457",70.9%,1.57,5.82,0.31
29,HarIows,48.90,551,102,"7,672",230,"620,094","908,544",71,"31,089",1.14,"83,279","34,492","11,705","8,574",56.8%,"6,304H 17M 54S","20,624","242,598,100","94,957","6,363","31,722","2,309",73,123,"90,792","10,255","77,354","1,491","1,610",942,15,644H 8M 26S,"1,985","1,073","3,058","8,770","13,114",64.9%,1.50,4.29,0.34,"5,271H 12M 50S","8,430","7,061","15,494","68,755","71,985",54.4%,1.05,4.65,0.23
30,jams_93,32.40,"2,603",124,"5,784",326,"605,408","1,252,244",137,"35,160",1.14,"94,584","23,928","11,703","11,463",50.1%,"7,479H 4M 17S","23,365","224,377,520","107,605","6,528","27,407","2,177",208,305,"78,111","6,738","79,258","2,222","2,160","1,146",23,547H 40M 49S,"1,297","1,045","2,342","7,145","7,734",55.4%,1.08,3.30,0.24,"6,767H 33S","9,973","10,008","19,986","84,229","96,336",49.9%,1.14,4.82,0.24
31,ChanGaEr-.,46.80,821,110,"5,504",103,"485,979","1,614,792",566,"20,446",1.47,"48,884","40,930","11,703","5,236",69%,"3,695H 17M 42S","16,955","164,103,166","71,659","2,613","17,326","1,929",437,292,"52,253","6,033","39,996","1,409",513,855,32,"3,538H 4M 14S","11,257","5,072","16,329","46,784","68,824",68.9%,1.47,4.21,0.32,121H 36M 42S,314,82,396,"1,464","1,984",79.3%,1.36,5.01,0.27
32,sasukelosgame,34.80,973,97,"4,412",228,"391,008","1,157,193",67,"21,968",0.96,"67,321","17,769","11,726","8,576",54.2%,"5,548H 2M 35S","21,638","140,410,669","64,904","4,376","18,405","2,227",279,221,"65,747","11,156","44,633",786,807,878,37,"3,824H 27M 47S","8,884","6,117","15,001","51,113","47,878",59.2%,0.94,3.19,0.21,251H 9M 36S,394,384,780,"3,396","3,361",50.5%,0.99,4.31,0.22
33,iLetyoudown,54.60,343,93,"3,563",67,"352,224","474,708",57,"16,574",1.95,"25,324","22,009","11,702","1,706",87.1%,"2,717H 26M 34S","13,432","131,222,706","49,437","3,295","12,877","1,622",104,127,"45,742","2,603","36,876",431,208,242,3,"2,343H 10M 26S","10,475","1,482","11,957","21,183","42,627",87.6%,2.01,3.57,0.30,137H 12M 40S,386,96,482,"1,505","2,195",80.1%,1.46,4.55,0.27
34,Killa_BiIlz,42.50,881,71,"4,593",228,"480,928","1,425,688",118,"23,613",0.81,"105,878","23,461","11,703","10,946",51%,"7,462H 51M 16S","22,944","170,396,230","85,385","4,035","23,621","2,932",181,200,"80,998","17,814","50,966","1,887","2,204","1,164",11,356H 16M 28S,851,661,"1,512","5,266","3,838",56.3%,0.73,2.54,0.18,"7,097H 32M 55S","10,739","10,196","20,973","99,639","80,704",51.2%,0.81,3.85,0.19
35,Kapkan,30.50,526,102,"4,918",204,"479,342","1,199,079",435,"28,129",1.17,"72,149","18,903","11,699","7,043",61.5%,"5,634H 40M 30S","19,020","171,813,745","84,185","4,862","23,326","1,837",224,276,"51,163","14,873","62,662","1,892","1,283",810,8,"1,018H 14M 38S","3,317","1,396","4,713","13,004","17,403",70.4%,1.34,3.69,0.28,"4,251H 43M 20S","7,099","5,176","12,286","54,194","58,846",57.8%,1.09,4.79,0.23
36,PortugeseBULL1,33.90,"1,139",55,"3,327",741,"578,501","1,871",0,"28,441",0.93,"98,582","22,134","11,704","11,620",49.6%,"6,193H 21M 40S","23,601","189,318,447","91,395","3,262","21,817","1,054",50,55,"75,950","21,853","60,736",609,623,234,0,951H 32S,"2,538","2,477","5,015","14,535","13,870",50.6%,0.95,2.77,0.24,"5,299H 58M 45S","8,908","8,856","17,802","82,314","76,059",50%,0.92,4.27,0.24
37,John_W1cK_,47.00,611,93,"3,649",84,"438,261","339,378",25,"20,743",1.18,"66,857","23,603","11,701","6,186",64.8%,"4,366H 6M 51S","18,059","143,008,313","78,790","3,301","18,616","1,893",57,29,"35,712","7,640","45,952","1,459",890,650,2,"2,150H 12M 7S","6,219","2,942","9,161","26,944","36,737",67.9%,1.36,4.01,0.28,285H 49M 41S,600,339,940,"3,873","3,940",63.8%,1.02,4.19,0.23
38,tqguuuu-nikukai,47.50,136,12,244,"1,880","49,195","97,962",8,"1,796",0.07,"101,324","1,845","11,684","27,861",29.5%,"8,223H 17M 36S","39,607","83,431,684","6,689",292,"1,856",432,107,34,"3,092",432,"4,685",4,26,24,0,"3,660H 33M 37S","4,809","15,358","20,167","45,057",982,23.8%,0.02,0.05,0.00,"4,306H 59M 49S","6,361","11,898","18,286","53,759","4,029",34.8%,0.07,0.22,0.02
39,Jujuman12,42.20,328,56,"3,538",45,"300,690","503,267",181,"13,867",2.06,"24,428","15,816","11,816","2,076",84.8%,"3,071H 49M 27S","13,931","98,695,787","50,201","3,355","10,802",972,170,252,"34,425","9,139","36,552","1,268","1,854",820,7,"2,108H 31M 42S","7,995","1,708","9,703","16,735","34,591",82.4%,2.07,3.56,0.27,144H 54M 31S,289,132,421,"1,386","2,015",68.6%,1.45,4.79,0.23
40,OG-Kush-420G,48.30,932,128,"4,942",132,"611,819","1,223,802",663,"27,604",1.85,"46,033","27,290","11,675","5,125",68.9%,"4,164H 45M","16,954","144,216,293","85,048","3,434","15,795","1,676",135,139,"20,172","19,737","46,649","1,734","1,937",821,19,"2,317H 3M 35S","7,590","3,074","10,664","25,630","49,264",71.2%,1.92,4.62,0.35,"1,036H 13M 51S","1,846","1,167","3,016","12,055","18,622",61.2%,1.54,6.17,0.30
41,H3cK1nG.-,46.80,631,52,"3,097",64,"378,057",148,6,"19,006",1.51,"50,317","20,444","11,671","4,961",69.3%,"3,910H 18M 10S","16,835","120,523,858","75,810","2,281","12,600","1,002",36,54,"39,956","1,885","38,161","1,292",896,370,0,"1,899H 32M 41S","6,428","2,456","8,884","25,386","38,929",72.4%,1.53,4.38,0.34,802H 38M 55S,"1,323","1,102","2,428","10,386","12,378",54.5%,1.19,5.10,0.26
42,M1nd0F,36.00,409,67,"3,349",103,"374,421","385,852",66,"17,152",1.56,"113,198","17,017","11,668","7,271",60.5%,"5,368H 15M 32S","19,276","123,386,112","176,976","3,142","13,757","1,054",57,101,"46,561","2,786","49,011",530,655,363,2,655H 15M 20S,"2,064","1,133","3,197","8,036","12,391",64.6%,1.54,3.88,0.32,"2,891H 29M 50S","4,687","4,168","8,863","38,080","45,528",52.9%,1.20,5.14,0.26
43,SUICIDE-SQUAD-ID,36.40,583,78,"2,689",198,"341,623","633,379",111,"17,066",1.11,"51,736","15,682","11,662","6,364",62.5%,"4,442H 35M 47S","18,674","126,159,368","57,180","3,238","15,509","2,159",151,300,"57,769","9,853","39,851","1,149","1,358",891,15,"3,062H 34M 18S","8,677","4,548","13,225","37,953","39,428",65.6%,1.04,2.98,0.21,272H 37M 41S,451,354,805,"3,226","3,519",56%,1.09,4.37,0.22
44,SniperGiody360,47.60,"1,322",108,"7,396",159,"736,114","1,690,578",536,"36,454",1.72,"66,417","34,059","11,643","6,139",64.8%,"5,767H 22M 16S","17,977","225,436,838","114,476","6,174","26,651","2,692",116,145,"58,518","5,079","93,271","1,894","1,691",805,21,162H 11M 44S,496,251,747,"1,975","3,452",66.4%,1.75,4.62,0.35,"5,563H 45M 23S","10,904","5,809","16,716","63,406","108,646",65.2%,1.71,6.50,0.33
45,TiM-_-CliO,23.20,"2,045",84,"2,227",214,"359,763","450,563",187,"31,041",0.88,"73,534","12,895","11,641","9,612",54.3%,"5,195H 6M 14S","21,429","169,413,557","64,649","3,262","23,452","1,217",33,25,"41,139","9,571","55,127","1,669","1,019","1,179",13,"2,688H 43M 42S","7,263","5,409","12,672","38,593","35,803",57.3%,0.93,2.83,0.22,"1,634H 44M 26S","2,470","2,484","4,954","22,737","19,140",49.9%,0.84,3.86,0.20
46,Pandae-,54.20,934,78,"4,808",149,"497,258","1,426,223",132,"23,151",1.46,"57,976","30,676","11,627","4,572",71.2%,"4,035H 52M 8S","16,339","165,163,363","84,432","2,740","16,692","1,463",253,279,"39,604","7,300","56,160",925,230,386,11,"1,902H 18M 50S","6,546","2,056","8,602","27,268","43,250",76.1%,1.59,5.03,0.38,"1,468H 40M 13S","3,138","1,613","4,752","19,417","24,491",66%,1.26,5.15,0.28
47,bahram.ffx,54.40,796,117,"8,209",226,"796,880","1,526,511",332,"33,005",1.14,"97,825","45,203","11,621","10,959",51%,"7,368H 45M 12S","22,779","248,856,192","111,294","5,741","29,183","2,491",306,353,"91,932","19,786","93,091","1,397","1,199",846,26,88H 40M 51S,215,137,352,"1,214","1,386",61.1%,1.14,3.94,0.26,"7,117H 34M 25S","11,086","10,509","21,608","93,729","106,675",51.3%,1.14,4.94,0.25
48,Arikaras72,35.20,184,58,"2,036",169,"279,502","345,921",13,"14,983",0.84,"60,583","11,053","11,617","9,869",50.6%,"5,157H 34M 52S","22,960","105,573,306","50,714","2,448","12,286","1,182",144,122,"71,821","25,996","21,334",595,"1,296",526,3,"2,986H 46M 51S","7,455","6,360","13,815","39,797","29,950",54%,0.75,2.17,0.17,411H 7M 46S,652,647,"1,299","5,392","2,981",50.2%,0.55,2.29,0.12
49,Gingyl,39.90,747,118,"5,034",197,"600,367","805,133",119,"30,841",1.19,"73,282","23,875","11,613","7,289",60.3%,"5,135H 44M 8S","19,256","196,999,732","86,851","4,159","23,271","2,216",75,132,"60,416","6,771","78,926","1,315",846,583,8,"1,571H 59M 20S","4,882","2,509","7,391","22,187","29,985",66.1%,1.35,4.06,0.32,"3,373H 19M 40S","5,792","4,408","10,201","45,818","48,930",56.8%,1.07,4.80,0.24
50,Nakaj1ma_youko,49.80,499,71,"2,066",95,"309,367","617,098",20,"15,729",1.06,"46,762","14,361","11,615","6,567",62.9%,"4,184H 15M 16S","18,469","104,563,350","49,409","2,441","12,267","1,935",265,422,"53,107","5,304","38,754",665,"1,018",517,10,"2,930H 35M 36S","8,463","4,691","13,154","32,571","34,746",64.3%,1.07,2.64,0.20,184H 4M 57S,372,200,575,"2,026","2,297",64.7%,1.13,3.99,0.21
51,YuIdav,37.40,"1,309",83,"3,734",254,"432,753","589,641",149,"19,938",1.18,"61,235","16,878","11,611","9,353",53.2%,"4,896H 35M 3S","21,827","126,314,733","72,173","3,731","15,879","1,908",119,133,"52,079","11,863","47,952","2,100","2,430","1,180",3,"2,469H 58M 36S","6,676","5,341","12,017","31,382","36,542",55.6%,1.16,3.04,0.25,"1,029H 26M 13S","1,667","1,442","3,114","12,562","13,453",53.5%,1.07,4.32,0.22
52,byALEX05,39.20,918,113,"6,126",149,"556,578","1,191,671",317,"27,018",1.89,"39,854","26,340","11,606","4,647",71.2%,"3,755H 53M 39S","16,292","171,414,620","75,431","5,002","19,375","2,522",129,183,"60,318","8,076","54,881","1,926","1,858","1,110",21,"2,514H 42M 6S","9,011","3,054","12,065","26,312","53,354",74.7%,2.03,4.42,0.35,852H 55M 56S,"1,396","1,094","2,490","9,522","15,354",56.1%,1.61,6.17,0.30
