,name,GENERAL - COMBAT.PVPAccuracy,GENERAL - COMBAT.PVPMeleeKills,GENERAL - COMBAT.PVPBlindKills,GENERAL - COMBAT.PVPPenetrationKills,GENERAL - COMBAT.PVPSuicides,GENERAL - COMBAT.PVPBulletsHit,GENERAL - COMBAT.PVPBulletsFired,GENERAL - COMBAT.PVPRappelBreach,GENERAL - COMBAT.PVPDBNOs,GENERAL.PVPKDRatio,GENERAL.PVPDeaths,GENERAL.PVPHeadshots,GENERAL.PVPMatchesWon,GENERAL.PVPMatchesLost,GENERAL.PVPWLRatio,GENERAL.PVPTimePlayed,GENERAL.PVPMatchesPlayed,GENERAL.PVPTotalXp,GENERAL.PVPKills,GENERAL - TEAM PLAY.PVPDBNOAssists,GENERAL - TEAM PLAY.PVPKillAssists,GENERAL - TEAM PLAY.PVPRevives,GENERAL - TEAM PLAY.PVPHostagesRescued,GENERAL - TEAM PLAY.PVPHostageDefense,GENERAL - TEAM PLAY.PVPReinforcementsDeployed,GENERAL - TEAM PLAY.PVPBarricadesDeployed,GENERAL - TEAM PLAY.PVPGadgetsDestroyed,GENERAL - TEAM PLAY.PVPServerAggression,GENERAL - TEAM PLAY.PVPServerDefender,GENERAL - TEAM PLAY.PVPServersHacked,GENERAL - TEAM PLAY.PVPReviveDenied,CASUAL.CasualTimePlayed,CASUAL.CasualWins,CASUAL.CasualLosses,CASUAL.CasualMatches,CASUAL.CasualDeaths,CASUAL.CasualKills,CASUAL.CasualWLRatio,CASUAL.CasualKDRatio,CASUAL.CasualKillsPerMatch,CASUAL.CasualKillsPerMinute,RANKED.RankedTimePlayed,RANKED.RankedWins,RANKED.RankedLosses,RANKED.RankedMatches,RANKED.RankedDeaths,RANKED.RankedKills,RANKED.RankedWLRatio,RANKED.RankedKDRatio,RANKED.RankedKillsPerMatch,RANKED.RankedKillsPerMinute
10,pianotaxfraud26,49.34,"2,400",132,"4,985",242,"586,209","745,423",254,"26,040",1.25,"65,281","39,525","11,892","5,795",66.7%,"4,283H 6M 51S","17,823","173,110,371","81,433","2,744","20,432","2,063",171,233,"29,150","3,401","64,528","1,273",371,544,10,"3,508H 58M 34S","10,182","5,048","15,230","54,017","66,711",66.9%,1.24,4.38,0.32,558H 29M 55S,"1,123",568,"1,691","7,855","10,834",66.4%,1.38,6.41,0.32
11,Guuu Gn,41.70,478,62,"5,298",141,"416,252","616,409",12,"19,237",1.34,"66,959","25,876","11,889","7,030",59.5%,"5,209H 41M 26S","19,979","134,496,520","89,639","3,308","17,516",959,40,51,"32,627","1,152","44,598",915,529,350,7,"1,211H 32M 18S","3,780","2,112","5,892","17,158","25,161",64.2%,1.47,4.27,0.35,"2,097H 57M 17S","3,558","2,773","6,342","27,864","33,373",56.1%,1.20,5.26,0.27
12,Swaggy4Sure,48.50,973,94,"2,954",52,"348,662","192,778",10,"19,074",1.71,"41,570","16,670","11,887","3,351",76%,"4,085H 51M 58S","15,647","118,534,475","71,194","2,619","10,865",790,266,429,"38,038","2,919","45,180",727,707,356,3,"2,344H 17M 53S","6,584","2,385","8,969","25,978","41,442",73.4%,1.60,4.62,0.29,168H 43M 8S,388,153,542,"1,902","2,853",71.6%,1.50,5.26,0.28
13,R3Y MIST3RI0,33.70,391,70,"2,753",426,"357,345","765,328",74,"15,249",1.17,"49,756","14,825","11,982","6,179",49.8%,"6,149H 14M 29S","24,079","111,863,666","58,216","2,777","11,224","1,561",133,151,"46,678","7,727","48,800","1,098","1,877",912,20,"2,968H 59M 57S","7,842","3,821","11,663","34,792","37,955",67.2%,1.09,3.25,0.21,35H 51M 37S,58,46,104,423,349,55.8%,0.83,3.36,0.16
14,LeonGids.FBC,56.80,"1,246",109,"6,829",116,"558,852","1,670,742",363,"26,515",1.32,"72,989","37,785","11,874","5,363",68.3%,"5,121H 56M 3S","17,380","214,323,253","96,370","3,204","21,845","1,520",121,106,"69,880","10,493","66,530",429,226,301,21,480H 10M 5S,"1,226",857,"2,083","6,569","8,190",58.9%,1.25,3.93,0.28,"4,630H 22M 12S","10,519","4,467","14,997","65,569","86,835",70.1%,1.32,5.79,0.31
15,Pina,39.60,656,69,"4,979",100,"412,381","1,357,822",63,"19,888",1.55,"50,538","24,849","11,871","2,973",79.4%,"4,771H 25M 27S","14,943","159,815,439","78,168","4,303","17,699","2,433",38,168,"52,347","6,570","56,267",976,998,588,8,384H 45M 31S,"1,188",529,"1,717","4,515","8,442",69.2%,1.87,4.92,0.37,"4,434H 53M 53S","10,611","2,419","13,066","45,596","68,888",81.2%,1.51,5.27,0.26
16,itxMor3,32.70,570,45,"2,666",181,"365,277",766,4,"18,813",1.00,"66,867","12,066","11,865","11,835",48.5%,"5,824H 56M 30S","24,452","116,082,522","66,578","2,909","14,109","1,052",32,40,"61,231","15,268","40,081",157,386,119,0,"1,830H 15M 44S","4,602","4,616","9,218","22,670","21,204",49.9%,0.94,2.30,0.19,"1,600H 22M 17S","2,405","2,398","4,805","19,668","17,513",50.1%,0.89,3.64,0.18
17,tora0509,35.50,919,103,"3,310",128,"544,046",855,0,"24,389",1.00,"78,710","20,021","11,865","11,808",49.6%,"5,939H 50M 32S","23,929","183,519,956","78,383","4,176","21,607","1,802",56,70,"66,429","28,950","67,588",110,132,63,0,"2,624H 6M 5S","6,006","6,053","12,059","35,113","35,407",49.8%,1.01,2.94,0.22,"1,709H 36M 37S","2,508","2,404","4,912","21,064","20,210",51.1%,0.96,4.11,0.20
18,Kjngkvng,40.90,994,123,"4,972",496,"573,251","1,296,688",98,"27,597",1.08,"85,809","24,563","11,855","9,583",54.5%,"7,172H 16M 17S","21,762","205,396,954","93,031","5,526","24,018","3,171",110,187,"74,590","8,134","86,632","2,439","2,728","1,387",8,144H 50M 49S,432,217,649,"1,866","2,333",66.6%,1.25,3.59,0.27,"6,949H 21M 47S","11,192","9,255","20,463","82,143","88,046",54.7%,1.07,4.30,0.21
19,SirRuin420,38.30,"1,334",126,"4,313",689,"514,962","420,451",82,"26,651",1.17,"61,164","20,432","11,855","9,937",53.9%,"4,569H 39M 12S","21,978","159,895,560","71,783","3,743","19,398","2,160",136,571,"84,541","10,318","65,822","2,756","2,955","1,185",1,"3,331H 33M 29S","9,145","7,455","16,600","43,627","53,396",55.1%,1.22,3.22,0.27,453H 9M 59S,734,695,"1,431","6,341","6,915",51.3%,1.09,4.83,0.25
20,Hade.exe,49.70,"1,477",123,"5,929",167,"617,920","1,298,161",199,"25,695",1.08,"80,325","36,361","11,855","8,702",57.1%,"5,917H 49M 38S","20,772","205,045,470","86,903","4,420","24,573","2,295",86,111,"81,735","6,391","77,722","1,376","1,184",890,12,"2,168H 17M 59S","5,621","3,287","8,908","29,128","33,396",63.1%,1.15,3.75,0.26,"3,504H 26M 26S","5,678","4,993","10,685","47,447","49,230",53.1%,1.04,4.61,0.23
21,DONT_PEEK_ME02,49.20,"1,725",126,"7,953",250,"634,697","1,299,518",285,"29,051",1.15,"97,607","37,284","11,852","11,366",49.7%,"7,035H 18M 58S","23,851","210,432,901","112,441","4,985","26,775","2,186",147,150,"66,265","4,181","75,266","1,807","1,704",797,17,693H 15M 16S,"1,807","1,696","3,503","10,309","11,913",51.6%,1.16,3.40,0.29,"5,850H 41M 47S","9,120","8,918","18,050","81,995","93,810",50.5%,1.14,5.20,0.27
22,Screamo Jon,33.80,428,68,"2,872",75,"300,852","786,513",150,"15,836",1.71,"33,286","15,414","11,854","2,347",82.3%,"2,895H 27M 3S","14,412","104,711,559","56,923","2,838","13,043",934,88,80,"31,877","5,276","41,692","1,589","1,000",993,15,"1,975H 56M 42S","8,390","1,660","10,050","21,890","38,304",83.5%,1.75,3.81,0.32,107H 33M 26S,269,79,348,"1,240","1,638",77.3%,1.32,4.71,0.25
23,manuelno,44.90,456,66,"2,677",105,"358,058","3,679",20,"17,230",1.03,"68,424","16,648","11,842","8,178",52.5%,"5,367H 27M 25S","22,575","123,729,511","70,163","2,877","14,674","1,467",16,11,"59,018","2,748","36,234",271,410,98,0,"2,810H 33M 25S","6,992","4,953","11,945","38,856","40,932",58.5%,1.05,3.43,0.24,183H 50M 59S,308,218,526,"2,333","2,247",58.6%,0.96,4.27,0.20
24,POKRAK_77,24.20,"1,588",125,"3,366","1,317","523,169","862,183","1,880","41,430",0.88,"85,734","12,857","11,842","12,717",47.8%,"6,908H 55M 20S","24,757","225,598,112","75,079","3,710","23,735","1,548",601,896,"76,796","99,758","95,469","2,811","3,845","2,024",17,507H 12M 40S,942,"1,339","2,281","6,769","3,275",41.3%,0.48,1.44,0.11,"6,337H 5M 37S","10,747","11,216","21,992","77,865","70,887",48.9%,0.91,3.22,0.19
