,name,GENERAL - COMBAT.PVPAccuracy,GENERAL - COMBAT.PVPMeleeKills,GENERAL - COMBAT.PVPBlindKills,GENERAL - COMBAT.PVPPenetrationKills,GENERAL - COMBAT.PVPSuicides,GENERAL - COMBAT.PVPBulletsHit,GENERAL - COMBAT.PVPBulletsFired,GENERAL - COMBAT.PVPRappelBreach,GENERAL - COMBAT.PVPDBNOs,GENERAL.PVPKDRatio,GENERAL.PVPDeaths,GENERAL.PVPHeadshots,GENERAL.PVPMatchesWon,GENERAL.PVPMatchesLost,GENERAL.PVPWLRatio,GENERAL.PVPTimePlayed,GENERAL.PVPMatchesPlayed,GENERAL.PVPTotalXp,GENERAL.PVPKills,GENERAL - TEAM PLAY.PVPDBNOAssists,GENERAL - TEAM PLAY.PVPKillAssists,GENERAL - TEAM PLAY.PVPRevives,GENERAL - TEAM PLAY.PVPHostagesRescued,GENERAL - TEAM PLAY.PVPHostageDefense,GENERAL - TEAM PLAY.PVPReinforcementsDeployed,GENERAL - TEAM PLAY.PVPBarricadesDeployed,GENERAL - TEAM PLAY.PVPGadgetsDestroyed,GENERAL - TEAM PLAY.PVPServerAggression,GENERAL - TEAM PLAY.PVPServerDefender,GENERAL - TEAM PLAY.PVPServersHacked,GENERAL - TEAM PLAY.PVPReviveDenied,CASUAL.CasualTimePlayed,CASUAL.CasualWins,CASUAL.CasualLosses,CASUAL.CasualMatches,CASUAL.CasualDeaths,CASUAL.CasualKills,CASUAL.CasualWLRatio,CASUAL.CasualKDRatio,CASUAL.CasualKillsPerMatch,CASUAL.CasualKillsPerMinute,RANKED.RankedTimePlayed,RANKED.RankedWins,RANKED.RankedLosses,RANKED.RankedMatches,RANKED.RankedDeaths,RANKED.RankedKills,RANKED.RankedWLRatio,RANKED.RankedKDRatio,RANKED.RankedKillsPerMatch,RANKED.RankedKillsPerMinute
10,OneOldXia.,48.60,185,66,"3,855",66,"474,145","268,327",167,"21,039",2.49,"29,885","24,926","13,913","2,267",85.2%,"3,583H 7M 36S","16,329","136,077,934","74,295","3,540","12,859","1,063",66,121,"41,406","7,300","51,534","1,318","1,883",497,0,"2,327H 19M 59S","9,171","1,380","10,551","20,064","51,806",86.9%,2.58,4.91,0.37,196H 28M 21S,515,410,925,"1,659","4,754",55.7%,2.87,5.14,0.40
11,ChainsOfCorax,51.80,445,97,"3,302",64,"380,515","439,162",21,"18,005",2.01,"48,698","22,836","13,899","4,603",72.8%,"3,908H 58M 24S","19,093","105,437,728","98,029","1,785","10,293",984,64,174,"22,339","2,396","35,850",921,"1,074",389,10,"1,899H 44M 38S","6,777","2,617","9,394","22,555","45,368",72.1%,2.01,4.83,0.40,172H 18M 37S,345,175,520,"1,917","3,349",66.3%,1.75,6.44,0.32
12,iiHoNesTy,52.50,"1,852",136,"5,189",242,"424,549","750,816","1,024","23,435",1.79,"48,164","26,499","13,896","3,135",78.8%,"4,188H 17M 40S","17,624","148,819,313","86,169","3,697","16,791","1,472",131,222,"49,337","3,665","51,716","3,708","2,052","1,310",8,"2,830H 5M 16S","9,598","2,559","12,157","34,923","59,723",79%,1.71,4.91,0.35,357H 31M 21S,796,305,"1,103","4,000","5,787",72.2%,1.45,5.25,0.27
13,Cerberus_TQT,44.90,310,72,"2,433",75,"393,917","563,353",49,"18,222",1.43,"38,935","16,853","13,894","3,078",81.2%,"3,647H 32M 37S","17,109","111,344,004","55,644","2,922","14,658","1,173",237,381,"39,815","4,469","34,281",796,561,521,5,"2,664H 27S","9,999","2,644","12,643","29,818","41,783",79.1%,1.40,3.30,0.26,141H 25M 20S,370,120,490,"1,587","2,083",75.5%,1.31,4.25,0.25
14,AwokenSparten,44.80,585,102,"2,769",150,"471,920","771,581",10,"18,196",0.92,"79,813","18,561","13,897","12,052",49.9%,"5,938H 33M 18S","27,870","125,455,871","73,346","2,684","16,660","1,542",180,172,"82,436","21,676","35,578","1,244","1,111",763,10,"3,360H 48M 3S","8,564","7,577","16,141","48,546","41,572",53.1%,0.86,2.58,0.21,412H 10M 2S,636,627,"1,265","5,812","4,371",50.3%,0.75,3.46,0.18
15,Arab sK1iIs,66.20,634,73,"8,888",134,"805,283","1,750,588",249,"32,372",1.60,"75,090","49,960","13,887","5,244",70.7%,"5,994H 48M 54S","19,641","239,640,986","120,277","4,761","25,807","1,591",59,101,"74,128","5,473","97,362",705,449,333,22,148H 37M 7S,376,233,609,"1,800","2,839",61.7%,1.58,4.66,0.32,"5,792H 54M 5S","13,391","4,954","18,354","72,665","116,209",73%,1.60,6.33,0.33
16,EbyteYT,46.30,538,74,"5,352",183,"602,179","1,057,675",64,"25,503",1.19,"79,710","25,495","13,887","6,984",65.3%,"6,184H 40M 47S","21,267","211,014,531","94,570","4,649","23,895","2,248",81,128,"89,794","12,123","102,188","1,630","1,112",844,19,842H 40M 47S,"2,879","1,137","4,016","11,094","15,352",71.7%,1.38,3.82,0.30,"4,614H 40M 54S","8,935","5,088","14,029","58,520","63,149",63.7%,1.08,4.50,0.23
17,Canical,53.00,670,82,"5,442",113,"665,698","59,067",43,"28,852",1.34,"88,059","28,928","13,876","7,324",63%,"6,650H 14M 27S","22,031","200,194,143","118,267","4,056","22,745","1,196",7,4,"72,002","4,554","74,851",360,259,59,0,158H 45M 46S,579,243,822,"2,152","3,965",70.4%,1.84,4.82,0.42,"6,366H 54M 15S","12,630","6,866","19,522","81,436","104,693",64.7%,1.29,5.36,0.27
18,FenriR_TheMiz,54.90,332,92,"3,346",37,"369,603","191,593",12,"16,914",1.53,"52,982","23,873","13,875","5,234",71.2%,"4,406H 34M 57S","19,479","126,702,005","80,914","2,342","11,713",789,66,88,"35,215",717,"35,847",434,357,165,2,"2,522H 31M 27S","7,976","3,424","11,400","27,696","45,818",70%,1.65,4.02,0.30,135H 52M 47S,241,165,406,"1,575","2,229",59.4%,1.42,5.49,0.27
19,Lav9sh,34.90,512,55,"3,237",173,"321,487","671,309",110,"17,707",2.09,"29,900","15,112","13,828","2,022",85.9%,"3,564H 36M 56S","16,106","112,851,696","62,417","3,345","12,057","1,067",91,101,"33,920","5,224","34,445",634,652,399,11,"2,321H 25M 54S","9,374","1,477","10,851","20,459","40,508",86.4%,1.98,3.73,0.29,233H 38M 21S,475,195,670,"2,170","2,877",70.9%,1.33,4.29,0.21
20,TheuzDELICIO,50.90,"1,304",133,"5,548",128,"553,527","936,955",175,"31,084",1.40,"91,194","30,820","13,827","9,288",58.7%,"6,685H 33M 28S","23,543","195,101,434","127,864","4,928","22,653","1,867",75,130,"52,565","14,490","78,747","1,190","1,120",669,15,"1,320H 51M 46S","4,142","2,252","6,394","16,089","23,966",64.8%,1.49,3.75,0.30,"4,812H 3M 24S","8,070","6,154","14,240","58,079","78,130",56.7%,1.35,5.49,0.27
21,starscrying,34.20,537,100,"4,414",173,"500,224","1,685,712",122,"23,765",1.43,"41,291","20,428","13,813","3,288",80.7%,"3,986H 11M","17,114","156,098,665","58,997","4,726","20,825","2,150",123,217,"61,673","12,788","62,166","2,786","1,906","1,796",23,"2,865H 10M 37S","11,578","2,164","13,742","28,922","44,856",84.3%,1.55,3.26,0.26,923H 24M 11S,"1,574",992,"2,566","10,257","11,161",61.3%,1.09,4.35,0.20
22,cheesepie37,44.40,"1,660",130,"6,808",223,"591,548","658,767",267,"26,762",1.50,"65,772","33,596","13,806","4,289",71.7%,"5,410H 3M 59S","19,267","219,307,071","98,533","5,843","24,138","2,346",33,116,"74,606","5,310","74,569","1,735","2,242",636,4,379H 44M 35S,"1,278",566,"1,844","5,858","9,302",69.3%,1.59,5.04,0.41,"4,975H 41M 33S","12,057","3,580","15,646","57,710","84,791",77.1%,1.47,5.42,0.28
23,Dark-_-scorpion-,36.80,"5,763",95,"3,384",238,"462,425","336,397",189,"28,010",1.47,"81,309","19,313","13,792","8,580",60.3%,"5,434H 19M 25S","22,872","153,070,561","119,800","3,239","18,202","1,535",61,32,"18,226","2,617","44,778","1,422","1,061",576,7,"1,682H 58M 5S","4,657","3,521","8,178","24,957","32,386",56.9%,1.30,3.96,0.32,"1,019H 9M 2S","1,854","1,401","3,256","13,817","16,600",56.9%,1.20,5.10,0.27
24,Kaf-Sin-Kaf,34.60,"3,809",131,"3,796",242,"622,351","778,254",905,"35,082",1.15,"82,590","19,210","13,775","13,793",49.8%,"7,622H 33M 46S","27,633","255,835,955","95,381","6,743","23,509","1,848",341,326,"74,909","10,826","73,347","1,908","2,193",690,5,"1,831H 28M 24S","4,477","4,519","8,996","19,774","24,162",49.8%,1.22,2.69,0.22,"4,619H 4M 15S","6,853","6,797","13,653","47,194","50,672",50.2%,1.07,3.71,0.18
25,zMotxBoy,45.40,612,72,"3,054",180,"333,284","364,208",25,"16,348",1.69,"61,889","14,724","13,777","5,707",67.7%,"4,844H 32M 24S","20,345","102,386,802","104,615","2,707","11,600","1,289",39,49,"32,306","3,326","37,044",225,303,203,5,"1,797H 47M 43S","4,879","3,211","8,090","22,266","28,166",60.3%,1.26,3.48,0.26,706H 12M 40S,"1,572",701,"2,275","6,941","12,805",69.1%,1.84,5.63,0.30
26,KillerUnit82,32.10,497,101,"1,675",188,"385,027",42,6,"24,732",1.00,"65,021","13,959","13,761","7,982",52.5%,"6,388H 14M 44S","26,233","143,507,465","64,890","4,617","19,709","1,317",59,103,"57,719","20,325","45,574",744,"1,543",393,0,"4,094H 27M 2S","10,844","6,005","16,849","52,190","50,206",64.4%,0.96,2.98,0.20,48H 4M 41S,80,68,149,582,695,53.7%,1.19,4.66,0.24
27,Morphxeus,34.20,962,85,"4,248",235,"513,188","656,240",252,"23,595",1.22,"56,062","16,931","13,760","6,008",68.7%,"4,635H 23M 25S","20,018","160,699,977","68,575","4,594","20,313","2,693",142,248,"74,082","44,689","60,270",693,"1,118",573,9,"2,921H 3M 6S","9,142","4,303","13,445","34,528","42,600",68%,1.23,3.17,0.24,351H 1M 11S,637,399,"1,037","4,222","4,504",61.4%,1.07,4.34,0.21
28,IMBA-SE,30.18,"1,846",216,"7,168",366,"820,600","3,810,611",399,"38,636",0.82,"107,977","26,367","13,739","12,870",51.6%,"9,055H 24M 36S","26,639","341,248,640","88,532","9,653","39,159","4,419",274,455,"125,418","19,406","146,831","2,787","3,490","1,630",19,183H 38M 18S,452,329,781,"2,215","2,198",57.9%,0.99,2.81,0.20,"8,859H 39M 15S","13,258","12,520","25,779","105,612","86,154",51.4%,0.82,3.34,0.16
29,Ytica,41.30,913,52,"3,303",158,"359,733","890,138",103,"17,665",2.40,"25,865","16,209","13,736","1,362",87.9%,"3,387H 35M 12S","15,625","103,265,486","62,147","3,127","11,109","1,087",104,88,"27,286","4,384","35,589","1,207",742,715,18,"1,814H 48M 45S","7,739","1,016","8,755","15,867","36,364",88.4%,2.29,4.15,0.33,327H 9M 48S,"1,002",148,"1,153","2,616","7,064",86.9%,2.70,6.13,0.36
30,CoIIada,57.30,663,79,"7,012",136,"627,790","430,419",17,"27,306",1.27,"86,085","35,904","13,728","6,835",63.8%,"6,463H 14M 28S","21,526","214,165,619","109,202","4,792","28,091","1,500",43,102,"41,085","7,326","76,933",760,"1,143",289,2,142H 54M 6S,377,283,660,"2,189","2,666",57.1%,1.22,4.04,0.31,"6,031H 31M 57S","12,462","6,307","18,792","80,966","100,450",66.3%,1.24,5.35,0.28
31,BoarS.Sin-7Ds,42.20,825,99,"3,336",97,"448,326","599,933",80,"28,173",1.62,"51,749","21,977","13,706","5,823",68.8%,"4,751H 3M 18S","19,915","157,905,286","83,782","3,080","15,062","1,201",251,283,"41,187","5,810","51,206","1,317",827,574,7,"2,816H 28M 6S","8,268","4,004","12,272","32,640","51,638",67.4%,1.58,4.21,0.31,603H 15M 26S,"1,340",591,"1,933","7,087","9,594",69.3%,1.35,4.96,0.27
32,zK3v1nn______,33.90,"1,421",101,"3,550",169,"504,981","733,811",69,"28,449",1.80,"37,630","21,025","13,703","3,690",78.7%,"3,635H 27M 36S","17,417","150,284,429","67,919","4,147","17,666","1,476",208,130,"30,876","5,750","43,948","2,012","1,672","1,135",8,"2,906H 11M 14S","11,628","3,104","14,732","29,899","53,205",78.9%,1.78,3.61,0.31,446H 35M 16S,"1,125",330,"1,456","4,268","9,027",77.3%,2.12,6.20,0.34
33,A B3AST IN MODE,35.20,"1,094",85,"3,857",159,"491,690","591,692",90,"27,060",1.57,"45,721","20,741","13,706","4,043",76.5%,"4,500H 52M 9S","17,905","167,355,981","71,653","4,633","18,422","2,090",52,78,"68,190","14,201","59,868","1,355","1,790",672,9,"1,852H 23M 6S","6,908","1,757","8,665","18,669","31,443",79.7%,1.68,3.63,0.28,"1,282H 59M 13S","2,189","1,693","3,882","14,842","19,132",56.4%,1.29,4.93,0.25
34,VampF2,56.40,670,120,"7,122",342,"764,922","1,201,866",282,"35,528",1.25,"92,348","36,532","13,680","8,025",59.4%,"6,857H 6M","23,048","241,007,094","115,037","5,497","27,581","2,123",88,208,"67,179","14,904","81,125","2,134","2,053","1,018",18,543H 45M 54S,"1,289","1,002","2,291","7,326","9,208",56.3%,1.26,4.02,0.28,"6,322H 46M 51S","12,160","6,908","19,079","83,541","103,633",63.7%,1.24,5.43,0.27
35,TwizzyCriptd,61.80,"1,142",131,"6,778",301,"840,148","2,252,276",249,"40,867",1.15,"103,881","38,345","13,646","9,146",59.3%,"7,222H 26M 30S","23,001","282,223,381","119,184","6,450","36,597","2,470",285,271,"106,673","15,234","101,258","5,065","2,573","1,682",21,48H 30M 7S,144,100,244,718,"1,056",59%,1.47,4.33,0.36,"7,104H 16M 33S","13,341","9,003","22,366","102,147","115,928",59.6%,1.13,5.18,0.27
36,JOS3PF,43.40,"2,576",118,"4,680",184,"490,568","589,812",40,"26,863",1.10,"77,037","23,832","13,642","10,258",56.3%,"5,736H 43M 56S","24,213","178,414,464","84,536","4,165","21,368","2,408",278,465,"77,135","7,266","56,003","1,733","1,523","1,039",1,"3,162H 5M 57S","8,459","6,073","14,532","42,090","46,241",58.2%,1.10,3.18,0.24,"1,498H 1M 38S","2,337","2,159","4,499","19,389","21,130",51.9%,1.09,4.70,0.24
37,Tomaszeu-PL,38.70,"1,824",118,"4,463",395,"571,966","1,497,151",238,"26,955",0.91,"93,799","28,170","13,639","13,033",50.4%,"7,183H 55M 26S","27,053","197,233,638","85,711","4,775","25,456","2,622",365,463,"108,675","11,326","71,432","3,361","3,338","1,750",21,"2,103H 47M 14S","5,455","4,992","10,447","28,804","28,032",52.2%,0.97,2.68,0.22,"3,909H 15M 25S","5,981","5,776","11,759","52,039","46,493",50.9%,0.89,3.95,0.20
38,makadipalace1978,48.80,"1,122",58,"3,424",259,"611,389","44,668",31,"27,345",1.28,"83,991","25,345","13,627","8,582",60.5%,"6,770H 18M 29S","22,511","194,018,090","107,448","3,763","20,241","2,080",50,64,"89,326","11,559","63,354",885,844,249,0,520H 25M 47S,"1,562",915,"2,477","7,631","9,504",63.1%,1.25,3.84,0.30,"4,792H 16M 25S","7,729","7,075","14,814","65,528","76,783",52.2%,1.17,5.18,0.27
39,mai esistito,40.90,569,57,"4,371",95,"324,782","427,996",27,"17,852",2.42,"35,230","20,126","13,625","3,672",76.7%,"4,036H 28M 31S","17,774","113,775,186","85,208","3,142","11,757",968,32,56,"34,666","12,992","30,603",841,"1,092",545,5,"1,954H 13M 34S","6,638","2,278","8,916","19,210","42,229",74.5%,2.20,4.74,0.36,434H 5M 14S,901,460,"1,366","4,251","7,765",66%,1.83,5.68,0.30
40,To1n0juuu,41.70,722,66,"2,047",120,"359,028",262,3,"19,700",1.28,"62,470","15,030","13,630","7,491",60.5%,"5,250H 31M 35S","22,517","124,417,866","79,841","3,060","13,652",781,41,22,"43,233","9,431","31,561",57,99,33,0,"2,719H 37M 25S","7,311","4,908","12,219","32,536","36,930",59.8%,1.14,3.02,0.23,197H 34M 45S,313,284,597,"2,345","2,514",52.4%,1.07,4.21,0.21
41,Redskins Eze,34.80,"1,117",148,"4,940",246,"538,310","1,381,571",21,"32,681",1.09,"89,115","24,901","13,610","10,296",55.9%,"7,004H 21M 40S","24,347","212,348,584","97,483","6,247","30,153","2,247",110,79,"96,294","13,198","86,553","3,032","2,621","1,658",25,"1,923H 8M 29S","5,666","3,082","8,748","25,471","29,007",64.8%,1.14,3.32,0.25,"4,801H 16M 12S","7,277","6,618","13,909","59,574","63,687",52.3%,1.07,4.58,0.22
42,sealsniper001,21.70,"1,174",99,"2,755",409,"398,108","388,634",244,"22,685",0.89,"77,994","11,322","13,612","13,850",47.9%,"5,885H 1M 58S","28,408","135,610,624","69,721","3,948","21,006","1,473",317,210,"31,819","7,445","43,193",687,565,561,6,"4,001H 16M 4S","9,521","9,705","19,226","55,784","46,610",49.5%,0.84,2.42,0.19,54H 46M 2S,74,99,173,798,480,42.8%,0.60,2.77,0.15
43,jefesz,44.20,"1,906",88,"6,792",162,"605,515","891,420",124,"31,494",1.29,"79,951","34,087","13,571","7,356",63%,"6,738H 19M 55S","21,546","257,820,059","102,967","7,841","30,856","2,839",75,195,"99,155","20,280","101,863","2,195","2,702",894,13,289H 5M 10S,874,465,"1,339","3,991","5,940",65.3%,1.49,4.44,0.34,"6,394H 59M 55S","12,403","6,755","19,171","74,367","94,455",64.7%,1.27,4.93,0.25
44,WHOSEmxns,43.30,588,59,"3,809",88,"488,014","673,986",25,"24,474",1.90,"43,622","27,768","13,558","5,750",61.7%,"5,801H 39M 44S","21,979","156,842,989","82,955","3,095","11,491","1,229",69,56,"45,831","14,041","57,546",439,382,295,8,"3,202H 56M 12S","9,296","3,376","12,672","29,071","56,817",73.4%,1.95,4.48,0.30,616H 13M 32S,952,759,"1,713","5,707","8,445",55.6%,1.48,4.93,0.23
45,CoreLabRat,17.10,"3,141",67,"1,272","3,184","232,445","28,066",64,"21,380",0.56,"91,138","6,557","13,556","14,185",45.3%,"7,031H 15M 43S","29,898","110,521,402","50,824","3,396","14,732","2,646",237,378,"20,467","3,546","27,758",965,966,524,0,"3,387H 1M 15S","7,377","7,324","14,701","48,835","29,958",50.2%,0.61,2.04,0.15,495H 5M 38S,668,914,"1,613","7,182","3,427",41.4%,0.48,2.12,0.12
46,RoHL1nG,36.90,763,83,"4,622",204,"441,942","1,106,050",88,"22,256",1.33,"51,434","21,102","13,522","7,279",64.1%,"5,139H 37M 19S","21,108","160,110,685","68,242","6,238","21,779","1,419",209,285,"59,262","7,165","42,811","1,385","1,983","1,248",18,"3,847H 48M 58S","10,559","5,556","16,115","40,173","53,634",65.5%,1.34,3.33,0.23,194H 55M 1S,353,189,542,"1,893","1,677",65.1%,0.89,3.09,0.14
