,name,GENERAL - COMBAT.PVPAccuracy,GENERAL - COMBAT.PVPMeleeKills,GENERAL - COMBAT.PVPBlindKills,GENERAL - COMBAT.PVPPenetrationKills,GENERAL - COMBAT.PVPSuicides,GENERAL - COMBAT.PVPBulletsHit,GENERAL - COMBAT.PVPBulletsFired,GENERAL - COMBAT.PVPRappelBreach,GENERAL - COMBAT.PVPDBNOs,GENERAL.PVPKDRatio,GENERAL.PVPDeaths,GENERAL.PVPHeadshots,GENERAL.PVPMatchesWon,GENERAL.PVPMatchesLost,GENERAL.PVPWLRatio,GENERAL.PVPTimePlayed,GENERAL.PVPMatchesPlayed,GENERAL.PVPTotalXp,GENERAL.PVPKills,GENERAL - TEAM PLAY.PVPDBNOAssists,GENERAL - TEAM PLAY.PVPKillAssists,GENERAL - TEAM PLAY.PVPRevives,GENERAL - TEAM PLAY.PVPHostagesRescued,GENERAL - TEAM PLAY.PVPHostageDefense,GENERAL - TEAM PLAY.PVPReinforcementsDeployed,GENERAL - TEAM PLAY.PVPBarricadesDeployed,GENERAL - TEAM PLAY.PVPGadgetsDestroyed,GENERAL - TEAM PLAY.PVPServerAggression,GENERAL - TEAM PLAY.PVPServerDefender,GENERAL - TEAM PLAY.PVPServersHacked,GENERAL - TEAM PLAY.PVPReviveDenied,CASUAL.CasualTimePlayed,CASUAL.CasualWins,CASUAL.CasualLosses,CASUAL.CasualMatches,CASUAL.CasualDeaths,CASUAL.CasualKills,CASUAL.CasualWLRatio,CASUAL.CasualKDRatio,CASUAL.CasualKillsPerMatch,CASUAL.CasualKillsPerMinute,RANKED.RankedTimePlayed,RANKED.RankedWins,RANKED.RankedLosses,RANKED.RankedMatches,RANKED.RankedDeaths,RANKED.RankedKills,RANKED.RankedWLRatio,RANKED.RankedKDRatio,RANKED.RankedKillsPerMatch,RANKED.RankedKillsPerMinute
10,Bembah,46.10,"1,102",90,"6,978",96,"575,915","607,807",107,"30,207",2.08,"60,033","38,271","19,933","4,731",77.7%,"6,291H 42M 12S","25,665","197,299,416","125,090","4,855","18,501","1,887",64,163,"57,626","8,832","59,550","1,697","2,997",837,6,"1,998H 36M 59S","8,003","1,736","9,739","19,338","46,430",82.2%,2.40,4.77,0.39,"1,823H 46M 57S","3,455","1,856","5,315","18,753","30,628",65%,1.63,5.76,0.28
11,lPhobos,42.10,762,82,"7,098",97,"644,363","701,522",335,"32,870",2.24,"62,395","39,624","19,588","4,276",77.9%,"5,963H 51M 3S","25,138","205,048,166","140,032","4,590","20,994",960,14,24,"30,894","6,546","60,081","1,648",809,648,3,"2,064H 19M 50S","8,582","2,053","10,635","23,265","55,821",80.7%,2.40,5.25,0.45,"2,285H 44M 58S","5,756","1,055","6,813","22,412","41,263",84.5%,1.84,6.06,0.30
12,Thatasianguy12,32.50,663,90,"3,696",70,"486,348","594,383",135,"29,405",2.48,"38,108","18,839","19,498","2,924",86.6%,"4,915H 33M 40S","22,504","147,179,941","94,613","3,470","14,031","1,550",210,147,"61,238","9,926","45,228","1,571","1,990","1,020",11,"2,998H 4M 52S","11,574","2,330","13,904","24,341","59,666",83.2%,2.45,4.29,0.33,173H 6M 3S,339,164,503,"1,884","2,806",67.4%,1.49,5.58,0.27
13,HASSAN-TOMY,46.00,830,120,"4,702",376,"591,280","1,363,170",81,"24,332",1.61,"57,431","27,286","19,367","6,744",73.8%,"5,608H 8M 27S","26,255","169,894,444","92,671","4,438","18,558","2,444",316,510,"71,508","11,599","65,494","2,890","3,776","2,124",23,"3,558H 23M 26S","12,330","4,996","17,326","37,544","59,646",71.2%,1.59,3.44,0.28,460H 9M 10S,852,555,"1,408","5,215","5,531",60.5%,1.06,3.93,0.20
14,EricTai,47.20,869,142,"8,847",321,"860,741","1,913,231",243,"41,535",1.91,"58,383","37,579","19,000","5,659",75.9%,"5,634H 16M 43S","25,019","239,472,796","111,538","6,735","28,501","2,230",592,881,"78,473","15,648","74,624","1,604","1,408","1,109",28,"4,527H 25M 25S","16,303","4,452","20,755","46,558","91,232",78.5%,1.96,4.40,0.34,223H 57M 33S,566,131,697,"2,160","3,673",81.2%,1.70,5.27,0.27
15,ROG_TiTaN,27.90,"1,501",169,"3,787",159,"596,912","2,654",9,"40,943",1.37,"87,326","19,928","18,986","13,662",56.8%,"7,589H 47M 45S","33,443","203,835,775","119,237","4,131","20,413","1,424",74,84,"70,549","15,565","63,872",959,946,312,0,"4,457H 29M 17S","11,277","8,651","19,928","53,585","72,254",56.6%,1.35,3.63,0.27,184H 16M 2S,312,245,557,"2,236","2,499",56%,1.12,4.49,0.23
16,Merkwr,37.40,748,60,"2,865",92,"321,342","563,145",24,"16,283",1.62,"48,526","16,057","18,957","3,210",84.7%,"6,160H 38M 11S","22,384","109,127,163","78,387","2,438","12,145","1,221",15,42,"44,944","6,116","27,059","1,570","1,428",699,4,781H 21M 20S,"3,067",632,"3,699","9,686","13,886",82.9%,1.43,3.75,0.30,"1,655H 15M 31S","3,084","2,004","5,088","20,951","27,573",60.6%,1.32,5.42,0.28
17,TREP-.,50.40,761,114,"4,103",83,"682,809","686,430",40,"29,602",1.85,"50,118","32,790","18,935","3,130",80.1%,"5,727H 8M 50S","23,645","202,438,957","92,881","4,421","19,808","1,708",86,134,"65,122","6,015","78,207",541,610,353,8,"4,173H 5M 56S","15,078","2,429","17,507","39,905","71,971",86.1%,1.80,4.11,0.29,220H 12M 28S,421,253,674,"2,341","2,932",62.5%,1.25,4.35,0.22
18,vGirlI,48.70,"1,236",72,"2,338",253,"421,710",244,0,"22,490",1.01,"107,719","18,418","18,905","11,277",55.2%,"7,760H 24M 28S","34,277","137,257,332","108,456","2,041","19,091","1,385",68,46,"30,899","1,960","41,594",814,205,186,0,"2,560H 13M 34S","7,208","5,231","12,439","45,806","36,584",57.9%,0.80,2.94,0.24,"1,394H 11M 40S","2,490","2,027","4,520","20,770","20,625",55.1%,0.99,4.56,0.25
19,tk060705,35.80,925,147,"3,974",161,"699,878","938,354",129,"37,673",1.47,"71,152","26,536","18,890","10,349",63.2%,"7,660H 42M 18S","29,899","235,455,990","104,355","5,697","20,862","1,651",209,239,"95,590","14,764","84,907",562,527,357,10,"5,929H 16M 34S","15,475","7,660","23,135","57,486","84,750",66.9%,1.47,3.66,0.24,6H 25M 17S,10,8,18,60,106,55.6%,1.77,5.89,0.28
20,MacieJay,44.70,"2,463",187,"9,353",274,"793,560","1,465,643",968,"44,927",1.47,"105,384","46,790","18,829","11,218",62.3%,"8,988H 12M 25S","30,204","327,046,115","155,061","6,328","27,983","2,521",291,342,"100,022","9,501","123,295","1,664","1,090",858,34,"1,159H 24M 33S","3,433","1,802","5,235","12,896","20,733",65.6%,1.61,3.96,0.30,"5,951H 4M 24S","10,895","7,051","17,952","68,469","93,729",60.7%,1.37,5.22,0.26
21,x2urkiii,44.20,819,127,"8,155",255,"777,912","842,121",134,"35,354",2.39,"48,919","44,713","18,717","3,510",83.1%,"4,582H 38M 56S","22,529","215,408,337","116,817","5,050","23,197","2,362",79,108,"45,651","5,159","64,669","4,116","2,093","1,709",11,"3,158H 29M 45S","14,080","2,500","16,580","34,801","85,692",84.9%,2.46,5.17,0.45,596H 9M 47S,"1,223",642,"1,865","7,175","11,448",65.6%,1.60,6.14,0.32
22,ATKLongGong,42.61,220,31,"1,272",273,"162,842","7,112",8,"7,467",1.58,"17,348","9,096","18,509","2,484",54.2%,"5,377H 27M 35S","34,142","51,940,432","27,332",770,"4,244",509,80,166,"16,234","2,031","18,346",187,217,111,0,854H 35M,"3,930","1,770","5,700","10,620","14,450",68.9%,1.36,2.54,0.28,46H 42M 31S,94,57,151,557,920,62.3%,1.65,6.09,0.33
23,x7sam1,40.70,"1,089",86,"4,693",155,"606,995","38,945",42,"29,505",1.74,"46,800","25,979","18,425","4,611",79.6%,"4,520H 9M 6S","23,144","194,523,229","81,586","5,144","22,418","1,379",26,11,"75,082","9,841","70,612","1,274","1,039",383,0,"3,673H 59M 34S","15,272","3,908","19,180","38,574","66,027",79.6%,1.71,3.44,0.30,169H 32S,319,182,501,"1,792","2,340",63.7%,1.31,4.67,0.23
24,OpaHildegard.VO,45.10,"2,169",137,"7,756",146,"653,578","854,294",285,"33,502",1.50,"75,016","36,436","18,407","7,518",70.8%,"6,264H 53M 37S","26,008","235,695,307","112,761","5,295","25,370","1,543",126,277,"80,757","17,146","82,828","1,047",904,716,19,"3,059H 40M 1S","9,064","4,877","13,941","34,332","53,344",65%,1.55,3.83,0.29,577H 41M 13S,"1,021",660,"1,683","6,754","8,379",60.7%,1.24,4.98,0.24
25,ComendaTrom,50.60,954,56,"4,522",137,"542,718","738,945",15,"27,909",1.83,"59,239","29,547","18,340","3,516",83%,"5,274H 55M 19S","22,097","168,012,720","108,468","3,968","19,907","1,389",84,112,"21,626","1,436","44,061","1,012",683,482,4,"1,422H 21M 5S","7,122",743,"7,865","16,338","32,125",90.6%,1.97,4.08,0.38,"2,412H 1M 43S","5,307","2,301","7,608","27,753","44,048",69.8%,1.59,5.79,0.30
26,xSWAT_OF_lRAQx,41.60,"1,130",60,"3,374",322,"467,444","36,777",10,"25,189",1.97,"47,183","24,342","17,915","3,573",81.7%,"4,553H 49M 31S","21,930","160,053,326","93,065","4,202","17,140","1,289",27,25,"17,092","1,563","44,537",381,478,121,0,"2,651H 37M 53S","11,099","2,417","13,516","28,103","52,445",82.1%,1.87,3.88,0.33,542H 13M 50S,"1,122",504,"1,629","5,534","8,665",68.9%,1.57,5.32,0.27
27,MinimouseT2Mac.,52.60,"2,227",168,"3,499",233,"697,300","731,235",181,"35,891",1.29,"92,371","39,886","17,633","9,723",62.4%,"7,139H 55M 10S","28,271","246,500,302","119,151","3,863","24,479","1,893",276,230,"55,651","14,854","81,368","1,179",849,687,21,"4,258H 26M 32S","11,825","5,927","17,752","57,349","72,761",66.6%,1.27,4.10,0.28,913H 41M 38S,"1,548","1,283","2,831","11,849","13,181",54.7%,1.11,4.66,0.24
28,YD-.,55.40,291,69,"2,797",46,"388,868",691,4,"18,858",1.45,"59,173","25,039","17,332","6,504",70.8%,"5,391H 55M 36S","24,476","144,979,822","85,770","3,287","14,849",971,102,98,"47,720","2,974","43,722",94,306,70,0,"2,178H 6M 41S","7,445","2,795","10,240","24,455","36,350",72.7%,1.49,3.55,0.28,869H 59M 59S,"1,898","1,652","3,550","9,726","13,318",53.5%,1.37,3.75,0.26
29,Y7osf,51.20,907,73,"4,708",229,"582,941","8,671",22,"29,160",1.77,"65,698","28,812","17,310","8,518",65.2%,"5,687H 20M 6S","26,535","163,035,807","116,265","4,325","19,546","1,936",21,30,"36,471","4,767","47,866",666,840,300,0,"3,114H 27M 29S","9,519","5,811","15,330","39,926","59,648",62.1%,1.49,3.89,0.32,222H 10M 13S,433,241,674,"2,608","4,028",64.2%,1.54,5.98,0.30
30,AImondy,47.20,822,56,"6,791",227,"593,880","1,608,653",88,"31,230",2.37,"37,735","28,493","17,255","2,239",88.4%,"4,621H 48M 59S","19,513","187,776,965","89,375","6,316","21,454","1,657",105,100,"45,638","8,491","59,442",765,701,447,16,"2,324H 24M 55S","9,483","1,456","10,939","20,417","46,283",86.7%,2.27,4.23,0.33,"1,015H 18M 44S","2,295",648,"2,943","8,949","15,894",78%,1.78,5.40,0.26
31,Ziddyboi-,29.50,"1,387",117,"4,169",235,"443,885","862,403",313,"26,345",1.82,"44,586","19,877","17,055","5,573",74.4%,"5,321H 7M 3S","22,915","165,515,516","81,163","5,165","18,343","1,872",459,337,"43,030","8,288","56,477","1,105","1,067",722,18,"3,550H 43M 37S","11,696","4,019","15,715","30,837","54,605",74.4%,1.77,3.47,0.26,157H 40M 51S,345,108,453,"1,287","2,045",76.2%,1.59,4.51,0.22
32,NIRVlA,47.70,"1,136",93,"5,203",111,"600,762","341,950",96,"31,532",2.52,"36,386","35,511","17,050","1,563",90%,"3,774H 58M 30S","18,952","202,311,873","91,646","5,269","20,386","1,636",99,108,"38,900","3,368","55,183","1,484",674,448,2,"3,407H 6M 16S","15,878","1,302","17,180","32,516","82,746",92.4%,2.54,4.82,0.40,49H 59M 16S,134,31,165,432,"1,107",81.2%,2.56,6.71,0.37
33,Kpt_Keif,55.50,"2,994",146,"5,764",310,"411,983","1,104,652",108,"24,232",1.14,"70,209","25,079","16,986","6,191",72.8%,"5,353H 5M 37S","23,340","165,334,659","79,813","5,614","28,272","1,811",353,515,"46,277","5,034","45,839","2,044","1,581","1,173",17,"3,993H 30M 45S","13,787","4,118","17,905","50,032","58,123",77%,1.16,3.25,0.24,709H 57M 6S,"1,148",886,"2,037","9,145","9,354",56.4%,1.02,4.59,0.22
34,njoyidc,52.10,789,100,"4,918",242,"593,278","1,227,090",69,"27,155",1.84,"54,043","25,541","16,871","4,170",71.8%,"5,958H 48M 40S","23,483","189,019,004","99,237","4,520","18,301","1,959",171,254,"67,016","7,919","50,941","1,581","1,378",974,14,"2,473H 23M 39S","8,548","2,306","10,854","28,238","48,447",78.8%,1.72,4.46,0.33,"1,417H 24M 58S","3,170",954,"4,131","14,943","20,020",76.7%,1.34,4.85,0.24
35,Hurri-86,32.60,"1,212",107,"3,248",285,"523,048","1,221,873",485,"23,651",0.98,"80,981","19,132","16,855","10,697",54.4%,"7,059H 43M 28S","30,989","180,969,175","79,258","4,316","22,216","2,129",152,279,"86,491","19,923","60,774","2,047","1,288","1,378",19,"3,864H 36M 53S","11,028","6,541","17,569","52,280","50,585",62.8%,0.97,2.88,0.22,396H 33M 8S,649,534,"1,183","5,046","3,912",54.9%,0.78,3.31,0.16
36,BatoreTrom,47.00,366,51,"3,242",89,"311,963",149,0,"13,380",1.37,"48,659","15,217","16,829","4,535",78%,"4,665H 52M 49S","21,573","121,435,043","66,727","3,847","15,020","1,508",18,54,"55,664","2,105","39,260",59,133,38,0,"2,427H 36M 53S","8,417","3,233","11,650","28,487","32,168",72.2%,1.13,2.76,0.22,406H 28M 59S,837,423,"1,261","3,753","3,552",66.4%,0.95,2.82,0.15
37,Super_____,48.90,932,189,"5,230",150,"666,203","1,531,203",336,"31,871",1.46,"73,599","31,505","16,722","8,743",64.3%,"6,203H 21M 22S","26,012","184,253,373","107,101","4,093","22,001","2,281",607,627,"68,023","5,707","68,722","1,222",778,879,21,"4,187H 10M 46S","11,401","6,353","17,754","51,443","73,447",64.2%,1.43,4.14,0.29,218H 39M 36S,450,252,702,"2,772","3,558",64.1%,1.28,5.07,0.27
38,GreenArmyMan69,45.40,678,121,"5,721",124,"746,034","1,046,295",236,"32,160",1.16,"104,248","39,831","16,620","9,095",63.6%,"7,866H 20M 20S","26,121","291,891,793","120,909","4,159","25,172","2,316",24,24,"113,122","15,890","126,679",111,69,71,11,328H 26M 12S,"1,279",417,"1,696","4,177","6,877",75.4%,1.65,4.05,0.35,"7,278H 41M 16S","14,619","8,181","22,809","94,530","106,936",64.1%,1.13,4.69,0.24
39,JOKER_begins,57.80,747,108,"6,917",159,"531,435","1,548,070",672,"22,898",1.29,"70,521","34,849","16,574","7,875",63.5%,"6,213H 58M 58S","26,111","194,421,344","91,086","4,179","21,062","1,286",203,279,"66,921","7,568","62,067","1,159",964,651,19,"3,723H 45M 9S","11,644","4,773","16,417","44,393","59,307",70.9%,1.34,3.61,0.27,670H 31M 52S,"1,173",771,"1,946","7,501","8,024",60.3%,1.07,4.12,0.20
