,name,GENERAL - COMBAT.PVPAccuracy,GENERAL - COMBAT.PVPMeleeKills,GENERAL - COMBAT.PVPBlindKills,GENERAL - COMBAT.PVPPenetrationKills,GENERAL - COMBAT.PVPSuicides,GENERAL - COMBAT.PVPBulletsHit,GENERAL - COMBAT.PVPBulletsFired,GENERAL - COMBAT.PVPRappelBreach,GENERAL - COMBAT.PVPDBNOs,GENERAL.PVPKDRatio,GENERAL.PVPDeaths,GENERAL.PVPHeadshots,GENERAL.PVPMatchesWon,GENERAL.PVPMatchesLost,GENERAL.PVPWLRatio,GENERAL.PVPTimePlayed,GENERAL.PVPMatchesPlayed,GENERAL.PVPTotalXp,GENERAL.PVPKills,GENERAL - TEAM PLAY.PVPDBNOAssists,GENERAL - TEAM PLAY.PVPKillAssists,GENERAL - TEAM PLAY.PVPRevives,GENERAL - TEAM PLAY.PVPHostagesRescued,GENERAL - TEAM PLAY.PVPHostageDefense,GENERAL - TEAM PLAY.PVPReinforcementsDeployed,GENERAL - TEAM PLAY.PVPBarricadesDeployed,GENERAL - TEAM PLAY.PVPGadgetsDestroyed,GENERAL - TEAM PLAY.PVPServerAggression,GENERAL - TEAM PLAY.PVPServerDefender,GENERAL - TEAM PLAY.PVPServersHacked,GENERAL - TEAM PLAY.PVPReviveDenied,CASUAL.CasualTimePlayed,CASUAL.CasualWins,CASUAL.CasualLosses,CASUAL.CasualMatches,CASUAL.CasualDeaths,CASUAL.CasualKills,CASUAL.CasualWLRatio,CASUAL.CasualKDRatio,CASUAL.CasualKillsPerMatch,CASUAL.CasualKillsPerMinute,RANKED.RankedTimePlayed,RANKED.RankedWins,RANKED.RankedLosses,RANKED.RankedMatches,RANKED.RankedDeaths,RANKED.RankedKills,RANKED.RankedWLRatio,RANKED.RankedKDRatio,RANKED.RankedKillsPerMatch,RANKED.RankedKillsPerMinute
10,Dragussy,36.30,546,98,"2,462",55,"384,089","20,054",158,"20,811",1.43,"40,422","17,767","13,417","3,029",81.2%,"3,768H 17M 20S","16,530","140,227,882","57,735","4,059","16,946","1,098",19,26,"47,113","2,457","39,054","1,092",672,307,0,"2,297H 6M 20S","9,619","1,595","11,214","22,479","36,202",85.8%,1.61,3.23,0.26,850H 11M 59S,"1,373","1,091","2,467","10,011","9,875",55.7%,0.99,4.00,0.19
11,Stxzie,38.90,951,75,"4,465",134,"481,208","1,236,478",151,"23,745",1.86,"32,920","23,298","13,414","3,350",80%,"3,912H 51M 33S","16,768","175,015,463","61,375","5,170","17,795","2,331",189,211,"60,488","9,176","64,994",995,"1,167",884,13,"3,254H 22M","11,715","2,931","14,646","27,672","51,033",80%,1.84,3.48,0.26,431H 45M 48S,942,257,"1,199","3,228","6,331",78.6%,1.96,5.28,0.24
12,Assassin.PT,49.10,"1,308",137,"7,028",116,"586,212","1,128,273",118,"27,634",1.39,"66,601","31,494","13,408","6,433",67.3%,"4,974H 41M 16S","19,920","188,841,033","92,624","4,354","22,346","1,667",155,145,"72,455","15,604","75,890",334,220,257,10,"2,356H 48M 41S","7,518","3,429","10,947","29,084","38,592",68.7%,1.33,3.53,0.27,"1,372H 22M 43S","2,379","1,680","4,063","17,239","20,519",58.6%,1.19,5.05,0.25
13,mehmet0883,44.00,"1,826",126,"3,436",297,"445,852","336,372",16,"23,177",1.38,"66,568","18,887","13,400","7,868",61.9%,"4,490H 41M 36S","21,639","125,967,165","92,131","3,293","16,298","1,903",56,89,"30,204","7,120","32,908",761,927,329,0,"2,394H 12M 53S","7,429","4,559","11,988","34,010","44,864",62%,1.32,3.74,0.31,679H 12M 21S,"1,275",900,"2,175","8,843","9,951",58.6%,1.13,4.58,0.24
14,B-o-s-a-K,40.60,"1,550",135,"4,167",318,"619,013","817,554",47,"32,222",1.16,"93,412","24,917","13,390","11,568",52.7%,"7,504H 43M 14S","25,406","213,921,352","108,566","4,321","20,665","2,951",125,157,"66,398","19,020","79,213",527,585,365,14,"1,086H 37M 49S","2,802","2,402","5,204","14,965","15,073",53.8%,1.01,2.90,0.23,"5,654H 11M 18S","8,542","8,024","16,573","66,027","77,310",51.5%,1.17,4.66,0.23
15,LittIeFoote,31.80,544,52,"3,294",390,"363,173","401,778",48,"19,994",1.59,"48,428","19,593","13,389","4,886",71.3%,"4,408H 56M 38S","18,779","123,819,229","76,829","3,738","15,048","1,961",116,190,"40,235","5,404","35,053",691,862,362,10,"1,875H 51M 2S","6,556","2,328","8,884","21,404","33,722",73.8%,1.58,3.80,0.30,777H 14M 20S,"1,491",990,"2,481","8,526","12,780",60.1%,1.50,5.15,0.27
16,xBajii,43.60,"1,163",92,"4,780",251,"436,901","534,565",83,"22,970",1.24,"61,606","21,213","13,385","6,032",65.7%,"5,382H 52M 1S","20,371","154,581,427","76,531","4,369","17,880","1,761",76,127,"49,704","6,680","42,670","1,156","1,862",814,8,"2,852H 13M 35S","7,920","3,317","11,237","36,631","46,470",70.5%,1.27,4.14,0.27,540H 26M 24S,902,742,"1,645","6,698","7,585",54.8%,1.13,4.61,0.23
17,LyzoIda,34.90,690,81,"3,537",116,"423,339","597,037",236,"21,068",1.29,"48,409","15,086","13,365","7,018",62.5%,"4,898H 28M 49S","21,384","146,106,410","62,515","4,054","14,348","1,899",245,328,"61,021","13,258","50,745",555,537,401,2,"3,293H 11M 7S","9,825","4,854","14,679","32,708","43,382",66.9%,1.33,2.96,0.22,287H 56M 19S,461,369,830,"3,054","3,236",55.5%,1.06,3.90,0.19
18,High Profiled,49.70,"1,273",78,"5,172",335,"516,018","753,162",91,"23,467",1.56,"50,794","33,541","13,350","3,724",76.9%,"4,146H 5M 37S","17,362","165,459,594","79,064","4,323","20,326","1,718",111,118,"41,303","4,123","62,714","1,292",630,661,9,"2,546H 14M 5S","8,796","2,562","11,358","32,689","49,014",77.4%,1.50,4.32,0.32,656H 3M 52S,"1,359",655,"2,014","7,872","10,422",67.5%,1.32,5.17,0.26
19,GhostNoCasper,50.80,"1,253",90,"5,234",243,"500,006","222,455",52,"26,005",1.94,"47,347","29,687","13,343","4,668",72.1%,"4,023H 38M 4S","18,512","154,078,902","91,866","4,174","17,184","1,943",56,69,"36,538","4,111","45,041","1,270","1,308",413,7,"2,557H 21M 45S","8,988","3,405","12,393","31,071","58,113",72.5%,1.87,4.69,0.38,325H 24M 45S,631,350,986,"3,664","6,067",64%,1.66,6.15,0.31
20,Mr.MaFFin_,44.20,243,41,"2,591",67,"251,705","192,810",82,"11,362",2.17,"28,865","12,905","13,342","2,962",80.5%,"3,801H 50M 54S","16,570","76,039,623","62,699","1,988","8,103",784,38,75,"31,901","6,143","33,713",751,"1,352",384,1,"1,659H 52M 51S","5,259","2,167","7,426","16,189","28,645",70.8%,1.77,3.86,0.29,145H 31M 32S,252,179,431,"1,711","2,081",58.5%,1.22,4.83,0.24
21,GS BROLY,30.30,520,137,"3,528",129,"419,337","583,451",54,"20,069",1.58,"46,841","17,877","13,330","7,837",60.8%,"5,246H 24M 42S","21,938","138,448,575","73,910","5,165","16,350","1,973",45,105,"64,163","24,702","52,683","1,537","4,187","1,087",12,"2,949H 16S","7,953","4,960","12,913","28,813","41,910",61.6%,1.45,3.25,0.24,398H 48M 51S,627,504,"1,131","3,991","5,056",55.4%,1.27,4.47,0.21
22,The_Testube_Baby,44.90,"1,569",101,"4,815",370,"442,892","258,801",203,"24,675",1.31,"67,744","24,926","13,321","8,294",59.9%,"5,209H 17M 35S","22,225","163,525,044","88,830","5,314","23,161","1,311",116,140,"23,076","3,455","43,222",863,"1,182",408,1,"2,616H 24M 12S","7,764","4,827","12,591","35,727","46,622",61.7%,1.30,3.70,0.30,"1,346H 44M 26S","2,166","1,843","4,012","17,078","19,270",54%,1.13,4.80,0.24
23,I Tunii I,58.20,"1,089",90,"5,226",146,"492,391","952,024",23,"22,930",2.35,"30,477","25,571","13,313","3,028",80.8%,"3,617H 33M 4S","16,484","147,631,548","71,674","4,161","15,162","1,606",165,258,"46,914","5,340","48,463","1,218","1,156",731,9,"2,250H 10M 29S","8,382","2,457","10,839","19,704","42,094",77.3%,2.14,3.88,0.31,627H 46M 45S,"1,735",369,"2,105","5,522","14,222",82.4%,2.58,6.76,0.38
24,WxiTz-,45.30,456,55,"2,697",59,"252,107","657,680",16,"12,409",2.25,"27,991","12,184","13,298","1,315",87.3%,"3,957H 9M 9S","15,233","77,506,877","62,910","2,316","8,352","1,224",81,77,"26,076","4,682","26,890",807,659,466,8,973H 8M 38S,"3,397",737,"4,134","9,694","16,838",82.2%,1.74,4.07,0.29,711H 3M 50S,"2,094",307,"2,406","5,914","15,326",87%,2.59,6.37,0.36
25,GhostSmokedArmy,60.20,"1,048",84,"5,561",150,"536,103","773,274",74,"26,305",2.01,"40,846","36,916","13,272","3,398",79.5%,"3,558H 34M 3S","16,691","208,577,787","81,996","4,341","19,229","2,164",53,47,"48,221","6,744","72,792",715,553,499,6,"2,637H 43M 44S","10,574","2,695","13,269","30,003","61,639",79.7%,2.05,4.65,0.39,435H 46M 46S,825,513,"1,341","5,236","7,702",61.5%,1.47,5.74,0.29
