,Eliminations,Hero Damage Done,Objective Time,Games Won,Deaths,Assists,Final Blows,Objective Kills,Solo Kills,Multikills,Offensive Assists,Defensive Assists,Recon Assists,Melee Final Blows,Environmental Kills,Cards,KDA Ratio,Top 3 Heroes,name
22,"14,755","5,936,722",18h,445,"6,714","8,693","5,876","4,766","1,161",75,"2,198","6,846",23,570,126,0,2.20,"['Wrecking Ball', 'Baptiste', 'Ana']",Supp0r7
23,"17,272","8,725,704",18h,445,"6,194","5,496","7,539","5,847",748,123,"1,617","2,468",109,232,18,0,2.79,"['Sigma', 'Junker Queen', 'Ashe']",porker
24,"19,662","10,920,862",15h,442,"9,800","1,592","10,482","7,039","1,379",193,68,"2,055",4,22,2,0,2.01,"['Soldier: 76', 'Cassidy', 'Bastion']",Notrya
25,"15,095","6,058,867",20h,440,"7,027","9,000","6,503","5,422",692,124,"5,576","6,171",35,157,54,0,2.15,"['Ana', 'Reinhardt', 'Cassidy']",Zeta
26,"19,915","8,273,235",20h,433,"6,835","3,715","10,215","7,249","1,305",226,"1,711","1,497",63,181,60,0,2.91,"['Sojourn', 'Orisa', 'Soldier: 76']",Musaiz333
27,"17,011","8,142,085",9h 47m,422,"5,424","2,267","8,934","5,327","1,561",125,523,"1,153",579,65,5,0,3.14,"['Soldier: 76', 'Sojourn', 'Widowmaker']",zexot
28,"16,160","7,173,707",13h,421,"5,954","5,047","7,886","5,610","1,205",96,"1,949","2,746",310,160,35,0,2.71,"['Sojourn', 'Sombra', 'Widowmaker']",Crabus
29,"16,852","7,085,559",9h 28m,420,"6,418","1,729","9,432","5,296","1,896",121,239,897,5,152,29,0,2.63,"['Soldier: 76', 'Cassidy', 'Ashe']",TofuPiece
30,"17,912","7,041,788",15h,419,"6,405","2,620","10,874","4,814","2,113",144,"1,029",458,672,400,209,0,2.80,"['Reinhardt', 'Widowmaker', 'Wrecking Ball']",fiendish
31,"19,370","6,474,587",22h,417,"3,358","7,025","8,470","5,211",772,164,550,686,4,928,49,0,5.77,"['D.Va', 'Zarya', 'Sigma']",Salmon
32,"15,102","5,680,642",8h 38m,416,"4,331","7,903","6,866","4,495","1,299",69,"3,086","6,308",480,182,18,0,3.49,"['Zenyatta', 'Baptiste', 'Genji']",Kleinebeer
33,"4,007","1,290,739",18h,413,"4,658","17,020","1,177","1,802",130,15,"6,417","17,313",0,66,2,0,0.86,"['Mercy', 'Moira', 'Brigitte']",AMETHYST
34,"15,805","7,521,434",15h,412,"5,944","2,118","7,868","5,796","1,134",118,766,706,78,78,22,0,2.66,"['Echo', 'Ashe', 'Bastion']",quack
35,"15,142","6,373,375",15h,410,"6,390","6,396","7,482","5,631","1,357",121,"1,646","5,362",361,251,57,0,2.37,"['Moira', 'Ashe', 'Cassidy']",mahqzj
36,"15,479","7,713,791",10h 22m,402,"7,297","2,359","8,282","4,291","1,513",104,326,557,967,377,8,0,2.12,"['Tracer', 'Ashe', 'Soldier: 76']",Jay3
37,"13,876","6,634,416",18h,402,"5,956","5,917","6,083","5,123",737,92,"1,985","3,765",163,250,15,0,2.33,"['Kiriko', 'Bastion', 'Junker Queen']",МфйЅТЗЯ
38,"14,492","7,627,172",24h,400,"4,354","4,631","5,636","5,874",453,141,"1,672","1,877",7,126,36,0,3.33,"['Zarya', 'Sigma', 'D.Va']",Another
39,"14,289","6,312,350",11h 56m,400,"5,128","6,305","6,071","4,947",512,134,"1,715","5,741",2,81,23,0,2.79,"['Baptiste', 'Soldier: 76', 'Ramattra']",TacticalTony
40,"17,814","6,996,312",15h,399,"6,803",365,"10,439","4,835","1,182",231,154,75,8,776,6,0,2.62,"['Genji', 'Tracer', 'Echo']",angelic
41,"5,476","1,882,887",11h 25m,398,"3,115","13,805","1,532","1,915",239,16,"1,726","13,488",0,141,3,0,1.76,"['Lifeweaver', 'Mercy', 'Ana']",RuskyRat
42,"15,192","6,368,584",9h 04m,398,"5,266",476,"7,665","3,336","1,058",165,2,0,15,858,1,0,2.88,"['Genji', 'Tracer', 'Sojourn']",Cosmic
43,"8,852","3,269,828",15h,394,"5,459","11,175","2,981","3,931",278,49,"3,565","10,680",0,3,1,0,1.62,"['Kiriko', 'Ana', 'Soldier: 76']",awexis
44,"16,891","6,764,480",15h,393,"6,030","2,028","9,335","5,443","1,794",175,693,691,399,457,33,0,2.80,"['Genji', 'Widowmaker', 'Tracer']",ProdAngelo
45,"16,018","7,556,690",21h,393,"7,193","3,962","9,020","6,661","1,305",114,"1,691","2,387",521,267,23,0,2.23,"['Cassidy', 'Hanzo', 'Zenyatta']",Cri
46,"17,016","7,282,305",17h,393,"6,901","1,421","9,327","6,722","1,728",129,280,630,119,102,14,0,2.47,"['Cassidy', 'Soldier: 76', 'Genji']",ĒmilŴick
47,"11,313","4,793,177",12h,390,"5,575","8,171","5,057","3,123",834,43,"3,784","6,831",126,298,8,0,2.03,"['Ana', 'Kiriko', 'Baptiste']",Sade
48,"12,142","5,368,303",20h,388,"5,040","4,239","5,421","5,750",738,115,"1,621","2,598",15,102,14,0,2.41,"['Ramattra', 'Kiriko', 'Moira']",REVOLUTION
49,"12,559","5,735,212",4h 42m,385,"6,278","2,159","8,003","2,503","2,585",65,"2,024",77,42,77,16,0,2.00,"['Junkrat', 'Soldier: 76', 'Hanzo']",SewerRat
50,"13,189","6,448,228",17h,385,"5,322","4,323","5,627","4,513",684,91,"1,960","1,918",71,384,47,0,2.48,"['Sigma', 'Doomfist', 'Mei']",ttvichiritis
51,"10,484","4,502,770",14h,385,"5,419","7,987","4,544","3,802",703,44,"2,972","6,172",361,67,5,0,1.93,"['Ana', 'Cassidy', 'Kiriko']",Dewsick
52,"14,653","6,363,756",17h,378,"5,946","4,025","7,039","6,346","1,011",102,"1,611","2,651",106,45,4,0,2.46,"['Ashe', 'Sojourn', 'Ana']",Scarface
53,"14,362","7,199,485",17h,377,"6,130","2,944","6,541","5,975",874,146,998,"1,328",222,158,29,0,2.34,"['Cassidy', 'Torbjörn', 'Soldier: 76']",Frito
54,"14,306","5,895,462",15h,376,"6,860","5,944","6,915","5,133","1,246",128,"3,178","3,184",43,121,13,0,2.09,"['Ana', 'Sombra', 'Sojourn']",Cruvax
55,"12,837","5,301,783",15h,374,"5,172","6,587","5,713","5,074",865,111,"2,498","5,217",84,136,109,0,2.48,"['Ana', 'Mercy', 'Ashe']",ChiefUNO
56,"4,630","1,232,025",16h,374,"4,474","14,989","1,155","2,386",152,24,"4,911","14,813",0,37,0,0,1.03,"['Mercy', 'Lifeweaver', 'Moira']",Zombiechy
57,"8,950","3,627,825",15h,374,"4,707","9,677","3,926","3,286",625,60,"3,394","8,312",77,165,22,0,1.90,"['Ana', 'Kiriko', 'Lifeweaver']",Mikleo
58,"13,699","5,468,759",11h 01m,373,"5,517","4,249","7,130","4,747","1,333",61,"1,482","3,409",48,82,9,0,2.48,"['Ashe', 'Sojourn', 'Kiriko']",andreaspet
59,"9,310","2,826,334",18h,372,"5,443","11,429","1,835","4,906",98,59,"2,479","10,967",0,1,4,0,1.71,"['Ana', 'Moira', 'Kiriko']",NeutralOuija
60,"7,769","2,972,467",20h,367,"4,948","9,079","2,846","3,752",352,44,"4,823","6,790",4,81,14,0,1.57,"['Mercy', 'Moira', 'D.Va']",kärpässieni
61,"8,829","3,272,943",12h,366,"4,279","8,727","3,302","3,205",340,44,"3,559","7,795",26,76,12,0,2.06,"['Ana', 'Zenyatta', 'Kiriko']",L41D
62,"11,164","4,561,860",24h,366,"4,930","9,670","4,066","5,356",328,94,"4,718","8,309",0,213,45,0,2.26,"['Zenyatta', 'Ana', 'Kiriko']",Nickst3r
63,"6,530","1,846,419",17h,366,"4,750","13,556","1,966","2,949",191,24,"2,527","14,819",0,9,27,0,1.37,"['Brigitte', 'Lifeweaver', 'Mercy']",tarzanDoido
64,"12,075","5,498,921",20h,365,"3,815","4,510","5,293","4,934",480,105,"1,790","3,388",5,182,94,0,3.17,"['Reinhardt', 'Baptiste', 'Sigma']",Burnbero
65,"11,679","6,573,354",10h 16m,362,"6,646",614,"5,493","3,746",991,115,114,162,6,65,8,0,1.76,"['Torbjörn', 'Zenyatta', 'Reinhardt']",Silvoc
66,"14,896","6,614,013",18h,362,"5,079","4,701","7,102","5,257","1,002",107,"1,022","2,443",60,339,111,0,2.93,"['Wrecking Ball', 'Brigitte', 'Soldier: 76']",Krychuu
67,"14,951","6,100,758",17h,362,"5,370",0,"7,523","5,975","1,404",220,"1,792","1,065",11,80,59,187,2.78,"['Reaper', 'Reinhardt', 'Junkrat']",J4ke
68,"13,237","5,643,873",13h,360,"4,443","4,812","5,812","4,805","1,033",78,"1,724","2,262",34,104,28,0,2.98,"['Sombra', 'Sojourn', 'Ashe']",SteeVurkel
69,"11,356","4,580,556",11h 01m,360,"4,916","6,507","5,386","3,728",791,73,"2,438","5,413",27,116,1,0,2.31,"['Kiriko', 'Echo', 'Ana']",m1ndlezzz
70,"13,658","5,916,164",15h,359,"4,913","3,560","6,503","5,222",698,101,918,"3,082",14,116,16,0,2.78,"['Soldier: 76', 'Baptiste', 'Bastion']",FEMBOYSPORTǃ
71,"13,289","5,944,059",15h,355,"5,447","2,194","6,636","4,652",987,108,647,567,82,172,7,0,2.44,"['Sojourn', 'Genji', 'Ashe']",のあ
72,"8,062","3,556,762",12h,355,"4,029","6,485","2,675","3,550",213,43,"2,421","5,393",5,33,2,0,2.00,"['Ana', 'Kiriko', 'Torbjörn']",すぱこ
73,"11,130","4,989,118",17h,355,"4,907","4,407","5,101","4,799",538,85,"2,083","2,677",18,178,16,0,2.27,"['Bastion', 'Ana', 'Mei']",マイティ躁
74,"14,996","6,344,134",14h,352,"5,805","1,999","8,383","4,550","1,476",151,250,131,646,400,30,0,2.58,"['Genji', 'Hanzo', 'Ashe']",Locke
75,"13,998","6,804,869",14h,352,"4,678","3,059","7,294","4,291",953,82,"1,003",662,598,380,38,0,2.99,"['Hanzo', 'Echo', 'Genji']",eternal
76,"11,682","4,934,434",17h,351,"5,479","3,521","5,700","4,369","1,108",135,"1,151","1,747",157,140,146,0,2.13,"['Reinhardt', 'Bastion', 'Hanzo']",ItzzBigMicky
77,"12,527","5,851,664",11h 02m,351,"5,619","2,071","6,575","3,240","1,137",76,437,421,487,147,4,0,2.23,"['Hanzo', 'Ashe', 'Soldier: 76']",Zonda
78,"12,161","4,701,803",9h 15m,351,"7,017","2,846","7,996","3,547","2,518",31,389,"1,037","1,938",95,7,0,1.73,"['Widowmaker', 'Symmetra', 'Mercy']",Naeris
79,"15,665","7,544,534",15h,350,"7,802","2,089","7,501","6,059",640,146,131,"1,136",2,165,2,0,2.01,"['Sojourn', 'Soldier: 76', 'Sombra']",Metro
80,"11,978","5,805,442",11h 36m,350,"5,371","6,975","5,376","3,430",765,74,"2,834","5,128",53,469,77,0,2.23,"['Illari', 'Baptiste', 'Kiriko']",Melody
81,"14,758","7,397,679",13h,349,"5,902","2,505","8,202","4,965","1,125",96,398,977,51,50,9,0,2.50,"['Ashe', 'Soldier: 76', 'Sojourn']",hatmouse
82,"13,463","7,459,287",24h,348,"4,420","3,558","5,641","5,119",466,105,"1,573",485,44,655,24,0,3.05,"['Sigma', 'D.Va', 'Zarya']",emongg
83,"9,225","4,008,809",11h 43m,348,"4,615","7,419","3,578","3,382",572,61,"2,761","6,446",24,32,17,0,2.00,"['Kiriko', 'Torbjörn', 'Ana']",pineo
84,"15,765","7,070,399",12h,345,"5,281","1,531","8,703","5,171","1,104",92,318,93,340,191,22,0,2.99,"['Sojourn', 'Cassidy', 'Tracer']",icedancer
85,"13,042","5,154,925",15h,344,"5,216","5,683","6,386","4,585",794,147,"2,267","3,523",8,190,52,0,2.50,"['Ana', 'Junker Queen', 'Zarya']",Him
86,"11,476","5,228,722",20h,344,"4,976","4,041","5,947","5,891",983,92,"2,022","3,097",396,41,2,0,2.31,"['Hanzo', 'Torbjörn', 'Zenyatta']",Daltoosh66
87,"12,633","6,090,005",15h,343,"5,129","4,326","5,589","4,272",603,98,"1,759","1,840",80,340,48,0,2.46,"['Sigma', 'Illari', 'Junker Queen']",Xeno
88,"13,721","7,187,668",12h,343,"5,493",793,"6,975","5,227","1,009",91,2,195,9,34,8,0,2.50,"['Ashe', 'Soldier: 76', 'Bastion']",zerg4500
