,Eliminations,Hero Damage Done,Objective Time,Games Won,Deaths,Assists,Final Blows,Objective Kills,Solo Kills,Multikills,Offensive Assists,Defensive Assists,Recon Assists,Melee Final Blows,Environmental Kills,Cards,KDA Ratio,Top 3 Heroes,name
24,"13,371","6,633,479",14h,320,"5,257","2,917","7,623","4,578",807,103,"1,152",927,379,240,102,0,2.54,"['Pharah', 'Cassidy', 'Roadhog']",SUBAÜWÜ
25,86,"38,173",04m 56s,1,61,0,33,33,3,0,15,16,0,0,0,0,1.41,"['Echo', 'Lúcio', 'Genji']",Kissland2013
26,606,"217,899",43m 41s,25,373,0,204,227,46,2,35,148,0,0,0,12,1.62,"['Moira', 'D.Va', 'Lúcio']",yGllGllP
27,292,"121,769",23m 28s,13,273,81,118,121,21,1,4,63,0,0,1,0,1.07,"['Bastion', 'Reinhardt', 'Moira']",ChaoticCendi
28,335,"101,318",30m 56s,5,124,0,133,127,20,7,48,83,0,1,3,8,2.70,"['D.Va', 'Mercy', 'Roadhog']",milk
29,342,"126,685",24m 59s,11,174,227,177,117,54,3,136,186,1,0,1,0,1.97,"['Ana', 'Zenyatta', 'Junkrat']",zyKii
30,"2,604","1,109,693",1h 52m,88,755,812,"1,384",918,274,16,275,656,0,26,2,0,3.45,"['Soldier: 76', 'Baptiste', 'Illari']",Ace
31,"2,094","934,690",1h 00m,57,798,236,"1,325",468,211,9,33,99,16,42,2,0,2.62,"['Zarya', 'Sojourn', 'Ashe']",lewdom
32,"12,253","4,961,057",12h,317,"5,174","4,135","6,913","4,087","1,320",92,"2,076","2,783",125,311,49,0,2.37,"['Ana', 'Ashe', 'Sojourn']",XxpandaxX
33,"10,023","4,592,170",17h,316,"6,959","2,855","4,324","5,461",635,75,278,"2,765",0,0,2,0,1.44,"['Torbjörn', 'Moira', 'Mercy']",River
34,565,"216,473",46m 44s,27,401,644,223,173,44,1,214,527,14,3,2,0,1.41,"['Moira', 'Ana', 'Baptiste']",Kndr
35,47,"22,249",06m 43s,0,39,0,21,16,4,1,6,19,0,0,1,1,1.21,"['D.Va', 'Baptiste', 'Ana']",xmanteboss
36,"11,716","4,447,092",11h 16m,315,"2,980","3,604","6,478","4,502","1,566",53,"1,388","2,789",105,107,23,0,3.93,"['Ashe', 'Tracer', 'Soldier: 76']",Kixaro
37,"9,405","2,883,526",10h 18m,315,"3,408","8,049","3,465","3,724",602,61,"2,816","7,182",8,20,38,0,2.76,"['Ana', 'Baptiste', 'Kiriko']",Mugiwara
38,"5,155","2,414,790",5h 04m,125,"2,553",854,"2,824","1,658",560,35,294,187,221,93,18,0,2.02,"['Hanzo', 'Cassidy', 'Kiriko']",Bagelmaneat
39,69,"21,352",03m 33s,3,20,37,29,28,1,0,25,20,0,2,0,0,3.45,"['Lúcio', 'Orisa', 'Ana']",REAPER
40,"10,678","4,405,856",16h,315,"4,039","6,300","5,318","4,341",750,62,"2,112","5,489",7,74,29,0,2.64,"['Kiriko', 'Mercy', 'Ashe']",mew
41,13,"2,038",0s,1,4,0,6,0,1,0,0,0,0,1,0,0,3.25,['Moira'],LebronneSped
