,Eliminations,Hero Damage Done,Objective Time,Games Won,Deaths,Assists,Final Blows,Objective Kills,Solo Kills,Multikills,Offensive Assists,Defensive Assists,Recon Assists,Melee Final Blows,Environmental Kills,Cards,KDA Ratio,Top 3 Heroes,name
30,"10,667","4,638,676",19h,309,"4,798","5,936","4,762","4,282",616,73,"1,529","4,533",80,335,55,0,2.22,"['Doomfist', 'Baptiste', 'Kiriko']",PuroPODER
31,"10,550","4,371,566",11h 15m,318,"4,658","3,060","5,427","3,467",788,82,"1,223","2,089",105,196,12,0,2.26,"['Genji', 'Junkrat', 'Soldier: 76']",修羅パンツ
32,"9,379","4,223,234",15h,307,"4,276","2,499","4,557","3,818",669,83,941,"1,710",4,160,12,0,2.19,"['Reaper', 'Tracer', 'Ashe']",カナリアるーと
33,"12,135","5,793,751",12h,307,"5,372","1,418","6,376","3,941",817,104,458,231,310,157,13,0,2.26,"['Soldier: 76', 'Hanzo', 'Reaper']",SwankyPants
34,"7,882","3,210,993",13h,307,"3,712","5,678","3,187","3,165",432,60,"2,175","4,417",86,60,14,0,2.12,"['Kiriko', 'Ana', 'Mei']",Morii
35,"10,045","5,017,047",10h 55m,307,"4,801","4,415","4,400","3,141",644,58,"1,707","2,634",190,185,33,0,2.09,"['Ana', 'Baptiste', 'Sojourn']",Bomber
36,"10,459","4,443,547",16h,307,"3,630","4,411","4,336","4,571",369,109,"1,331","2,959",1,143,35,0,2.88,"['Soldier: 76', 'Ana', 'Doomfist']",hocuxpocux
37,"9,516","4,600,427",15h,306,"4,869","1,271","4,710","2,601",594,57,974,55,19,122,123,0,1.95,"['Reinhardt', 'Genji', 'Mei']",lhcloudy
38,"13,338","6,401,617",16h,306,"5,012","3,838","6,309","4,230",648,142,"1,468","1,426",9,365,82,0,2.66,"['Sigma', 'Reinhardt', 'Junker Queen']",TopGRG
39,"8,138","3,358,077",12h,306,"3,923","5,419","3,378","3,414",415,49,"2,061","4,314",42,34,13,0,2.07,"['Ana', 'Kiriko', 'Sojourn']",Askrel
40,"11,490","5,246,770",17h,306,"3,757","2,599","5,367","4,016",704,109,4,22,3,732,222,0,3.06,"['Doomfist', 'Cassidy', 'Soldier: 76']",sottoku
41,"11,530","5,464,262",18h,305,"4,540","4,896","5,016","4,765",496,94,"2,003","3,706",19,95,15,0,2.54,"['Ramattra', 'Ana', 'Cassidy']",ǁŦƕǾŦŜĿǞŶȄŖǁ
42,"10,151","4,537,910",14h,305,"5,392","3,745","4,657","3,488",739,70,"2,869","1,036",4,453,21,0,1.88,"['Mei', 'Doomfist', 'Zenyatta']",joshgach
43,"11,321","4,373,720",9h 01m,305,"4,559","5,720","4,852","3,808","1,039",98,"3,351","2,987",30,159,13,0,2.48,"['Sombra', 'Baptiste', 'Kiriko']",Sport
44,"6,104","2,187,268",9h 40m,305,"3,346","9,768","1,698","2,079",196,13,"4,305","8,585",40,90,10,0,1.82,"['Ana', 'Baptiste', 'Mercy']",EkkoFTW
45,"2,342","788,606",11h 33m,305,"3,191","13,385",595,931,45,9,"3,583","12,723",0,28,0,0,0.73,"['Mercy', 'Lifeweaver', 'Kiriko']",Greyson
46,"9,590","4,138,666",10h 58m,305,"4,451","4,635","4,787","3,633",801,74,"1,089","3,418",89,97,11,0,2.15,"['Ana', 'Genji', 'Baptiste']",StatRekt
47,"5,447","1,826,478",11h 18m,304,"3,702","10,925","1,560","2,209",156,8,"5,304","9,457",7,151,10,0,1.47,"['Mercy', 'Kiriko', 'Ana']",hisoka
48,"10,863","5,616,112",26h,303,"4,279","3,379","4,698","5,627",294,164,"2,589",960,0,87,70,0,2.54,"['Orisa', 'Ramattra', 'Bastion']",hahahpants
49,"8,398","3,655,286",17h,302,"3,851","8,566","3,170","4,365",305,63,"2,568","7,598",0,46,17,0,2.18,"['Kiriko', 'Orisa', 'Baptiste']",HappyCamprTV
50,"9,272","3,921,756",14h,302,"4,190","5,046","4,390","4,301",761,66,"1,803","4,037",236,56,30,0,2.21,"['Kiriko', 'Hanzo', 'Ana']",Mozzer2310
51,"12,042","4,765,125",14h,302,"3,982","4,412","6,019","3,980",865,125,"1,695","2,731",81,422,64,0,3.02,"['Genji', 'Junker Queen', 'Kiriko']",FarenDin
52,"10,749","4,526,815",14h,302,"5,292","3,672","4,792","4,807",729,103,"1,292","2,421",92,22,12,0,2.03,"['Sojourn', 'Junkrat', 'Reaper']",n0rth
53,"10,354","4,201,155",13h,301,"3,985","4,953","4,533","3,789",560,52,"2,241","3,155",69,333,72,0,2.60,"['Ana', 'Roadhog', 'Genji']",Antstein
54,"9,976","4,016,298",12h,301,"4,292","4,103","4,494","3,960",633,94,"2,069","1,930",19,128,30,0,2.32,"['Mei', 'Sombra', 'Ashe']",ghost
55,"11,168","4,143,654",16h,301,"5,388","3,229","5,295","4,699",995,129,"1,849","1,749",181,216,52,0,2.07,"['Lúcio', 'Genji', 'Mei']",Knxght
56,"7,163","2,602,556",11h 38m,301,"3,135","7,993","2,274","3,236",296,36,148,"8,166",2,45,4,0,2.28,"['Lifeweaver', 'Bastion', 'Sigma']",Rhyxali
57,"11,456","5,001,635",14h,301,"5,008","3,822","5,238","4,508",929,79,"1,185","2,248",171,181,127,0,2.29,"['Cassidy', 'Doomfist', 'Mercy']",VodKus
58,"8,922","3,984,208",11h 35m,301,"3,276","4,435","4,103","3,391",547,91,"1,242","2,692",2,56,7,0,2.72,"['Illari', 'Ana', 'Lifeweaver']",mitsuki4724
59,"5,409","1,947,118",6h 07m,157,"1,672","2,874","2,465","1,816",446,34,683,"2,544",32,63,23,0,3.24,"['Doomfist', 'Brigitte', 'Ashe']",Onox
60,"9,629","3,487,376",11h 46m,300,"3,433","5,699","4,367","3,392",782,67,"1,480","5,455",40,82,43,0,2.80,"['Brigitte', 'Doomfist', 'Baptiste']",Cordy
61,436,"138,816",7h 35m,300,"2,384","14,061",166,155,22,1,"9,807","11,783",0,13,1,0,0.18,"['Mercy', 'Brigitte', 'Lifeweaver']",Salem
62,"8,726","3,338,264",15h,300,"4,796","6,461","3,306","3,917",484,50,"2,049","5,758",21,58,8,0,1.82,"['Kiriko', 'Ana', 'Genji']",FAKE
63,"8,236","3,170,240",8h 07m,300,"3,730","5,236","3,369","3,483",585,26,"1,976","4,230",0,74,2,0,2.21,"['Kiriko', 'Baptiste', 'Sojourn']",xDeadbolt323
64,"6,316","1,945,499",13h,299,"3,600","8,584","1,975","3,001",215,46,"3,035","7,577",0,56,26,0,1.75,"['Kiriko', 'Moira', 'Zenyatta']",Aizza
65,"12,526","5,492,888",12h,299,"4,811","1,223","6,596","4,356",875,107,402,445,23,152,4,0,2.60,"['Echo', 'Reaper', 'Sojourn']",Seraph
66,"11,828","5,052,496",14h,299,"4,659","4,329","6,036","3,904",817,81,"2,612","2,415",76,628,148,0,2.54,"['Lúcio', 'Echo', 'Doomfist']",Darkrai
67,"11,404","4,837,772",10h 59m,298,"4,171","2,818","5,461","3,660",691,104,875,"2,202",82,420,11,0,2.73,"['Genji', 'Soldier: 76', 'Kiriko']",YenJ
68,"9,958","4,193,342",12h,298,"4,087","5,307","3,957","3,756",480,83,"1,705","4,223",49,170,30,0,2.44,"['Kiriko', 'Baptiste', 'Moira']",DeadlyPants
69,"10,721","4,494,356",12h,297,"4,468","2,519","6,111","3,657","1,079",98,943,"1,605",197,430,22,0,2.40,"['Genji', 'Widowmaker', 'Ramattra']",fafalure
70,"5,701","1,832,407",14h,297,"4,146","9,753","1,745","2,606",159,31,"4,264","8,411",0,85,5,0,1.38,"['Ana', 'Mercy', 'Kiriko']",Cather
