,Eliminations,Hero Damage Done,Objective Time,Games Won,Deaths,Assists,Final Blows,Objective Kills,Solo Kills,Multikills,Offensive Assists,Defensive Assists,Recon Assists,Melee Final Blows,Environmental Kills,Cards,KDA Ratio,Top 3 Heroes,name
10,"13,360","6,051,369",14h,292,"4,621","2,786","6,889","4,506","1,219",113,970,851,418,252,57,0,2.89,"['Genji', 'Cassidy', 'Wrecking Ball']",MegatroN
11,"14,138","5,046,215",14h,291,"4,380",699,"8,205","4,726","1,368",169,220,301,4,852,18,0,3.23,"['Genji', 'Tracer', 'Doomfist']",shun
12,"9,366","4,127,778",12h,291,"4,294",334,"5,358","3,511","1,117",154,151,26,0,66,0,0,2.18,"['Reaper', 'Ashe', 'Cassidy']",reaper
13,"9,919","3,968,214",8h 28m,291,"3,762","4,670","4,556","3,847",809,50,"1,474","4,026",105,19,1,0,2.64,"['Cassidy', 'Ana', 'Baptiste']",Donka
14,"4,809","1,408,979",14h,291,"4,396","11,668","1,448","2,361",247,9,"3,838","11,168",14,53,0,0,1.09,"['Kiriko', 'Ana', 'Baptiste']",UNCLESHREK
15,"10,328","4,352,191",8h 48m,291,"4,631","4,083","5,079","3,469",855,69,"1,581","2,931",44,107,27,0,2.23,"['Soldier: 76', 'Pharah', 'Ana']",D7mY
16,"5,969","1,972,325",10h 39m,290,"3,077","8,429","1,965","2,493",298,22,"2,323","8,146",0,137,13,0,1.94,"['Kiriko', 'Moira', 'Ana']",MachInFive
17,"5,135","1,755,687",9h 22m,290,"3,765","9,674","1,696","1,721",179,22,"5,444","7,943",26,161,6,0,1.36,"['Mercy', 'Ana', 'Lúcio']",Rulra
18,"10,841","5,906,487",19h,290,"4,246","3,365","4,711","3,962",522,78,"1,704",808,97,288,53,0,2.55,"['Orisa', 'Ramattra', 'Roadhog']",Poetential
19,"10,823","4,901,854",9h 00m,288,"4,254","2,665","5,260","3,413",743,80,913,876,546,219,10,0,2.54,"['Hanzo', 'Echo', 'Sombra']",Knightwing
20,"11,397","5,816,558",14h,288,"3,679","3,774","4,893","3,715",729,66,914,"1,206",0,388,73,0,3.10,"['Wrecking Ball', 'Doomfist', 'Sigma']",Teddy
21,"10,180","4,056,223",16h,288,"4,767","7,062","3,792","4,176",465,71,"2,031","5,866",43,256,46,0,2.14,"['Moira', 'Ana', 'Doomfist']",RealLukiyas
22,"10,379","3,892,282",9h 58m,288,"3,280","4,671","5,141","3,369","1,100",53,"2,166","3,616",8,190,16,0,3.16,"['Echo', 'Zenyatta', 'Ana']",DiegoAZ
23,"4,990","1,513,029",11h 27m,287,"3,315","9,761","2,156","1,952",448,43,"2,803","8,835",1,35,31,0,1.51,"['Mercy', 'Lúcio', 'Ana']",Sunshine
24,"5,379","1,901,765",12h,287,"3,590","9,119","1,923","2,254",162,54,"1,901","7,979",1,70,6,0,1.50,"['Mercy', 'Lifeweaver', 'Illari']",aleixmen
25,"8,527","2,587,131",16h,287,"3,786","9,903","2,337","4,369",293,74,"1,744","10,581",0,45,0,0,2.25,"['Moira', 'Kiriko', 'Zenyatta']",Generic
26,"10,631","5,331,564",12h,286,"5,059","1,977","5,035","4,007",477,106,502,"1,610",6,69,6,0,2.10,"['Soldier: 76', 'Echo', 'Baptiste']",Megaman1624
27,"9,935","4,014,891",10h 44m,286,"3,652","4,920","4,824","3,538",762,59,"1,767","3,997",166,123,3,0,2.72,"['Kiriko', 'Ana', 'Hanzo']",cakes
28,"10,307","4,717,057",7h 28m,285,"3,971","3,008","5,066","3,236",945,48,994,"1,997",168,159,11,0,2.60,"['Hanzo', 'Cassidy', 'Soldier: 76']",LegoPizzaGuy
29,"9,584","3,629,349",9h 27m,285,"3,609","4,964","4,610","3,708",976,58,"2,068","4,223",17,145,26,0,2.66,"['Ashe', 'Zenyatta', 'Baptiste']",Macedo
30,"12,454","5,274,173",6h 49m,285,"2,901",963,"6,055","4,048","1,192",92,668,280,4,145,2,0,4.29,"['Soldier: 76', 'Tracer', 'Sombra']",Cornography
31,"10,487","5,039,984",16h,285,"3,801","2,126","4,764","4,245",551,100,952,280,18,177,37,0,2.76,"['Sigma', 'Winston', 'D.Va']",偽りの名アーサー
32,"10,537","4,475,298",10h 52m,292,"4,503","3,601","5,241","3,317",850,83,"1,156","2,270",370,338,50,0,2.34,"['Genji', 'Kiriko', 'Doomfist']",widowKraizz
33,"2,958","887,708",10h 12m,284,"4,128","10,678",727,"1,413",76,21,"4,909","9,535",3,14,2,0,0.72,"['Mercy', 'Moira', 'Kiriko']",involvation
34,"9,385","3,797,609",10h 55m,284,"2,736","3,652","4,515","3,430",765,106,"1,122","3,076",25,196,31,0,3.43,"['Junkrat', 'Moira', 'Zarya']",EnderBob09
35,"13,385","5,491,583",8h 28m,284,"6,300","2,040","8,724","4,248","1,825",59,455,797,"1,164",34,7,0,2.12,"['Widowmaker', 'Hanzo', 'Soldier: 76']",Violeto
36,"9,411","3,751,487",8h 07m,301,"3,207","6,410","3,700","2,976",469,57,"2,789","5,078",59,131,6,0,2.93,"['Ana', 'Kiriko', 'Winston']",Alone
37,"9,730","4,128,547",8h 08m,283,"3,105","3,427","4,523","3,141",813,51,"1,009","2,463",387,236,16,0,3.13,"['Soldier: 76', 'Baptiste', 'Hanzo']",teddyson
38,"8,226","3,220,290",8h 19m,283,"3,837","6,276","3,210","3,018",456,24,"1,879","5,599",62,37,3,0,2.14,"['Baptiste', 'Ana', 'Sojourn']",CarryPotter
39,"10,584","5,447,993",21h,284,"4,325","3,177","4,576","4,487",380,96,"1,258","1,390",14,137,36,0,2.45,"['Zarya', 'Sigma', 'D.Va']",StarrBoyx
